question,contexts,ground_truth,answer
Где можно ознакомиться с дополнительной информацией и документами о деятельности АО 'Тинькофф Страхование'?,"['Дополнительная информация и документы о деятельности Страховщика в соответствии с п. 6.1 Закона РФ от 27.11.1992 N 4015-1 «Об организации страхового дела в Российской Федерации» и п. 2.1.1. «Базового стандарта защиты прав и интересов физических и юридических лиц — получателей финансовых услуг, оказываемых членами саморегулируемых организаций, объединяющих страховые организации» размещены по ссылкам: tinkoffinsurance.ru/about, tinkoffinsurance.ru/about/documents.']",Дополнительная информация и документы о деятельности АО 'Тинькофф Страхование' в соответствии с законом 'Об организации страхового дела в РФ' и базовым стандартом защиты прав получателей финансовых услуг размещены на сайте страховщика по ссылкам tinkoffinsurance.ru/about и tinkoffinsurance.ru/about/documents.,"Вы можете ознакомиться с дополнительной информацией и документами о деятельности АО ""Тинькофф Страхование"" на официальном сайте компании или отправив обращение по почте по указанному адресу: 127287, Российская Федерация, г. Москва, ул. 2-я Хуторская, дом 38А, строение 26. Также вы можете обратиться к финансовому уполномоченному на сайте finombudsman.ru или по почтовому адресу: 119017, г. Москва, Старомонетный пер., дом 3."
Что означает 'Партия' и вообще 'Слиток' для драгоценных металлов?,"['\n                    Партия — приобретенные Клиентом Слитки в количестве, превышающем 1 (одну) штуку, и подлежащие доставке Клиенту, \n                    в рамках одной Заявки', ' Слиток — аффинированный драгоценный металл: золото, серебро, платина и палладий в виде слитков (стандартных, \n                    мерных), соответствующих установленным в Российской Федерации стандартам или международным стандартам качества, \n                    изготовленных и маркированных организацией, осуществляющей аффинаж драгоценного металла. Слиток в рамках \n                    предоставления Сервиса доставляется / принимается на хранение в ненарушенной Упаковке с приложением Сертификата-\n                    ярлыка (при наличии) и Сертификата качества слитка']","Давайте разберемся! 
                    Партия — это приобретенные клиентом слитки в количестве, превышающем 1 штуку, и подлежащие доставке клиенту, в рамках одной заявки.
                    Слиток — это аффинированный драгоценный металл: золото, серебро, платина и палладий в виде слитков (стандартных, 
                    мерных), соответствующих установленным в Российской Федерации стандартам или международным стандартам качества, 
                    изготовленных и маркированных организацией, осуществляющей аффинаж драгоценного металла. Слиток в рамках 
                    предоставления Сервиса доставляется / принимается на хранение в ненарушенной Упаковке с приложением Сертификата-
                    ярлыка (при наличии) и Сертификата качества слитка.
        ","Согласно извлеченному контексту, термин ""Партия"" означает приобретенные клиентом слитки в количестве, превышающем 1 штуку, и подлежащие доставке клиенту в рамках одной заявки. Таким образом, ""Партия"" для драгоценных металлов представляет собой группу приобретенных слитков, которые будут доставлены клиенту в рамках одной заявки."
Меня действительно должны фотографировать после полкчения слитка? Какой это пункт в соглашении?,"['\n                    2.13.12. После подтверждения получения Клиентом/Доверенным лицом Слитка Представитель фотографирует Клиента/\n                    Доверенное лицо с полученным Слитком в ненарушенной заводской упаковке и документом, удостоверяющим личность \n                    Клиента/Доверенного лица']","Да, Вас действительно должнен сфотографировать Представитель в соответсвии с пунктом 2.13.12.","Пункт 2.20 пользовательского соглашения банка Tinkoff устанавливает, что при заключении Договоров страхования, а также при ином обращении Клиента или Пользователя к Страховщику или его представителям, Страховщик вправе осуществлять наблюдение, фотографирование, аудио- и видеозапись без дополнительного уведомления Клиента (Пользователя) о такой записи. Поэтому, в соответствии с этим пунктом, вас действительно могут фотографировать после получения слитка без вашего дополнительного уведомления."
Какие условия хранения?,"[' \n                    2.14.9. Условия хранения: температура воздуха от +17 до +25 °С, атмосферное давление от 740 до 760 мм рт. ст., относительная \n                    влажность воздуха от 30 до 60%']","
                    В соответсвии с пунктом 2.14.9. условия хранения слитка слудующие: 
                        - температура воздуха от +17 до +25 °С,
                        - атмосферное давление от 740 до 760 мм рт. ст.,
                        - относительная влажность воздуха от 30 до 60% ","Условия хранения слитков драгоценных металлов в банке Tinkoff включают следующие параметры: 
- температура воздуха должна быть от +17 до +25 °C,
- атмосферное давление должно быть от 740 до 760 мм рт. ст.,
- относительная влажность воздуха должна быть от 30 до 60%.

Кроме того, банк имеет право изменить условия и место хранения слитков с письменного согласия клиента или без него в случае обстоятельств непреодолимой силы, производства обыска или выемки в соответствии с законодательством Российской Федерации, а также в других случаях, предусмотренных законодательством. Клиент также обязан получить слиток самостоятельно или через доверенное лицо в соответствии с установленными правилами."
Что такое 'Сертификат качества слитка'?,"['Сертификат качества слитка — документ о качестве драгоценного металла, содержащий сведения о соответствии драгоценного металла стандартам качества, технические характеристики и параметры Слитка, информацию о химическом составе, произведенный/заверенный предприятием-изготовителем Слитка.']","Сертификат качества слитка - это документ, выданный изготовителем слитка драгоценного металла, который содержит информацию о соответствии металла стандартам качества, его технические характеристики, параметры и химический состав.","Сертификат качества слитка - это документ о качестве драгоценного металла, который содержит информацию о соответствии драгоценного металла стандартам качества, технические характеристики и параметры слитка, а также информацию о химическом составе. Этот документ производится или заверяется предприятием-изготовителем слитка и является важным элементом при покупке, продаже или хранении драгоценных металлов."
На какой срок выдается эта доверенность? Можно ли ее передоверить другому лицу?,"['Датой выдачи доверенности считается дата предоставления Представляемым Банку данных своего представителя. Доверенность выдана сроком на 1 (один) год, полномочия по настоящей доверенности не могут быть передоверены другим лицам.']",Доверенность выдается сроком на 1 год. Полномочия по этой доверенности нельзя передоверять другим лицам.,Доверенность выдается на срок 1 (один) год. Полномочия по данной доверенности не могут быть передоверены другим лицам.
"Как клиент может получить сертификат качества слитка, который он передал на хранение в банк?","['По требованию Клиента Банк предоставляет Клиенту заверенную Банком копию Сертификата качества слитка, переданного на ответственное хранение.']","По требованию клиента банк предоставляет ему заверенную копию сертификата качества слитка, который клиент передал на ответственное хранение в банке.","Клиент может получить сертификат качества слитка, который он передал на хранение в банк, путем обращения к банку и запроса заверенной копии сертификата качества слитка. Согласно правилам оказания сервиса ""Покупка/продажа слитков драгоценных металлов"", банк обязуется предоставить клиенту заверенную копию сертификата качества слитка, переданного на ответственное хранение, по требованию клиента. Таким образом, клиент может получить сертификат качества слитка, просто обратившись в банк и запросив соответствующий документ."
Какие условия хранения слитков в банке? Где их хранят?,"['Хранение Банком Слитка Клиента осуществляется в хранилище 5 (Пятого) класса устойчивости к взлому, оборудованном системой видеонаблюдения и охранно-пожарной и тревожной сигнализации с выводом сигнала на пункт централизованной охраны, с осуществлением физической круглосуточной специализированной охраны хранилища.', 'Условия хранения: температура воздуха от +17 до +25 °С, атмосферное давление от 740 до 760 мм рт. ст., относительная влажность воздуха от 30 до 60%.']","Слитки хранятся в специальном хранилище 5 класса устойчивости к взлому, оборудованном системами видеонаблюдения, охранно-пожарной и тревожной сигнализацией, а также круглосуточной охраной. Условия хранения: температура +17...+25°С, атмосферное давление 740-760 мм рт.ст., влажность 30-60%.","Условия хранения слитков в банке Tinkoff следующие: слитки хранятся в хранилище 5 класса устойчивости к взлому, оборудованном системой видеонаблюдения и охранно-пожарной и тревожной сигнализации. Условия хранения включают в себя температуру воздуха от +17 до +25 °C, атмосферное давление от 740 до 760 мм рт. ст., и относительную влажность воздуха от 30 до 60%. Банк вправе изменить условия и место хранения слитков без уведомления клиента в случаях обстоятельств непреодолимой силы, производства обыска или выемки в соответствии с законодательством Российской Федерации, а также в других случаях, предусмотренных законодательством."
"Можно ли вернуть слиток в банк, если при получении были обнаружены его повреждения? Как это сделать?","['В случае обнаружения при приеме Слитка с ответственного хранения от Представителя нарушения целостности заводской упаковки Слитка, несоответствия нанесенной на Слиток маркировки данным, указанным в Сертификате качества слитка и/или Сертификате-ярлыке, отсутствия либо повреждения Сертификата качества слитка и/или Слитка (наличие на поверхности Слитка наплывов / заусенцев / царапин / жировых пятен / посторонних включений) Клиентом/Доверенным лицом и Представителем оформляется в двух экземплярах Рекламационный акт по форме Приложения № 3 к настоящим Правилам, в котором фиксируются указанные выше нарушения / несоответствия / повреждения. В случае наличия указанных выше нарушений / несоответствий / повреждений Слиток вместе с Сертификатом качества слитка и Сертификатом-ярлыком вкладываются Клиентом/Доверенным лицом в порожний сейф-пакет и запечатываются, после чего сейф-пакет помещается в Устройство для перевозки слитка с дальнейшим опломбированием номерной разовой пломбой. Номер сейф-пакета, а также номерной разовой пломбы отражаются в Рекламационном акте.']","Да, если при получении слитка с хранения были обнаружены его повреждения или нарушения упаковки, несоответствия маркировки и т.п., то клиент/доверенное лицо вместе с представителем банка оформляют рекламационный акт в двух экземплярах. В этом акте фиксируются все нарушения. После этого слиток вместе с сертификатами запечатывают в новый сейф-пакет и опломбировывают, указав номера на рекламационном акте. Затем слиток возвращается обратно в банк.","В случае обнаружения повреждений при приеме слитка с ответственного хранения от представителя, клиентом/доверенным лицом и представителем оформляется рекламационный акт по форме Приложения № 3 к правилам оказания сервиса ""Покупка/продажа слитков драгоценных металлов"". В этом акте фиксируются все выявленные нарушения, несоответствия или повреждения. После оформления рекламационного акта, слиток вместе с сертификатом качества слитка и сертификатом-ярлыком вкладывается клиентом/доверенным лицом в порожний сейф-пакет, который запечатывается и помещается в устройство для перевозки слитка с дальнейшим опломбированием номерной разовой пломбой. Банк рассматривает рекламационный акт в течение 5 рабочих дней с даты оформления. По результатам рассмотрения, банк обязан связаться с клиентом и предоставить новый слиток или вернуть старый слиток в течение 5 рабочих дней, если выявленные нарушения не были подтверждены по итогам проверки банка."
Кто может стать доверенным лицом?,"['Доверенное лицо — физическое лицо, уполномоченное Клиентом, которому предоставлено право на представление интересов Клиента и осуществление действий от его имени в рамках Сервиса на основании доверенности, оформленной посредством Дистанционного обслуживания в соответствии с п. 5.3 настоящих Правил по форме Приложения № 5 к настоящим Правилам.']","Доверенным лицом клиента может стать любое физическое лицо, которому клиент предоставит полномочия представлять его интересы в рамках сервиса покупки/продажи слитков драгоценных металлов. Доверенность на это лицо оформляется клиентом посредством дистанционного обслуживания в банке по форме из Приложения №5 к Правилам.","Доверенным лицом может стать лицо, которое получило полномочия от страхователя на совершение определенных действий, связанных с заключением или исполнением договора страхования. Полномочия должны быть подтверждены соответствующим документом, таким как доверенность или иной документ, признаваемый таковым. При этом доверенность должна содержать прямое указание на необходимые для совершения сделки полномочия представителя и действовать на момент заключения сделки."
Можно ли поменять доверенное лицо? Как это сделать?,"['Клиент может отменить выданную доверенность путем обращения в Банк посредством Дистанционного обслуживания в любое время, но не позднее одного дня до планируемой даты встречи с представителем Клиента.']","Да, клиент может отменить ранее выданную доверенность на доверенное лицо. Для этого он должен обратиться в банк посредством дистанционного обслуживания не позднее чем за 1 день до планируемой даты встречи с действующим доверенным лицом.","Да, можно поменять доверенное лицо. Для этого необходимо обратиться в Банк посредством дистанционного обслуживания и оформить соответствующую претензию. Сотрудники Банка помогут вам в этом процессе."
Как происходит покупка слитка банком? Есть ли какие-то особые условия?,"['Банк приобретает у Клиента только Слитки, находящиеся на ответственном хранении в Банке.', 'Клиент, обращаясь с Заявкой, подтверждает, что на момент заключения договора купли-продажи Слиток принадлежит на праве собственности Клиенту, не продан, не является предметом залога, не обременен правами третьих лиц, в споре, под арестом и иным запрещением не состоит.']","Банк осуществляет покупку слитков драгоценных металлов только у тех клиентов, чьи слитки находятся на ответственном хранении в самом банке. При подаче заявки на продажу слитка клиент должен подтвердить, что на момент продажи слиток принадлежит ему на праве собственности, не продан, не заложен, не арестован и не обременен правами третьих лиц.","Покупка слитка банком происходит следующим образом: Банк приобретает у клиента только слитки, которые находятся на ответственном хранении в банке. Заявки на совершение сделки купли-продажи слитка принимаются Банком в рабочие дни в определенное время. Клиент подтверждает, что слиток принадлежит ему на праве собственности, не продан, не заложен, не обременен правами третьих лиц, не находится в споре, под арестом или иным запрещением. Масса слитка, номер, цена за грамм драгоценного металла и итоговая стоимость согласовываются между клиентом и банком. После согласования заявки, банк направляет клиенту ключ простой электронной подписи и информацию о слитке. Клиент подтверждает свое согласие и подписывает акт приема-передачи. Зачисление стоимости слитка на картсчет клиента происходит после подписания документов. Договор купли-продажи слитка заключается на условиях, установленных правилами и законодательством России."
Что такое накопительный счет и как начисляются проценты?,"['\n                    3.1. Начисление процентов на остаток средств по Счету вклада/Накопительному счету производится со дня, следующего \n                    за днем зачисления денежных средств на Счет вклада/Накопительный счет Клиента, до дня окончания срока Вклада \n                    (включительно) либо до их списания со Счета вклада/Накопительного счета по иным основаниям.', ' \n                    3.3. Клиент имеет возможность по согласованию с Банком посредством Дистанционного обслуживания изменить Тарифный \n                    план Вклада на Тарифный план для мультивалютного Вклада. При смене Тарифного плана изменения в части процентной \n                    ставки по Счету вклада, изначально открытого в рамках текущего Договора вклада, не распространяются до конца срока \n                    размещения, установленного предыдущим Тарифным планом. Процентные ставки по валютам, отличным от валюты \n                    измененного Тарифного плана, устанавливаются новым Тарифным планом.\n                    3.4. При начислении процентов в расчет принимается величина процентной ставки (в процентах годовых) и фактическое \n                    количество календарных дней, на которое привлечены денежные средства. При этом за базу берется действительное \n                    число календарных дней в году (365 или 366 дней соответственно).\n                    ', ' \n                    Накопительный счет — счет, на котором учитываются денежные средства Клиента, предусматривающий начисление \n                    процентов на остаток денежных средств, в соответствии с Договором накопительного счета.']","
                    Накопительный счет - это счет, на котором учитываются денежные средства клиента и на который начисляются проценты на остаток денежных средств. Проценты начисляются в соответствии с условиями договора накопительного счета.
                    Проценты на накопительном счете начисляются со дня, следующего за днем зачисления денежных средств на счет, до дня окончания срока вклада (включительно) либо до их списания со счета по другим основаниям.

                    При начислении процентов учитываются:
                    • Величина процентной ставки (в процентах годовых)
                    • Фактическое количество календарных дней, на которое привлечены денежные средства

                    За базу берется действительное число календарных дней в году (365 или 366 дней соответственно).","Накопительный счет - это счет, на который можно переводить крупные суммы денежных средств для накопления. Проценты на накопительный счет начисляются в соответствии с условиями, установленными банком Tinkoff. Обычно проценты начисляются на остаток средств на счете ежемесячно или по иной установленной банком схеме. Для получения более подробной информации о начислении процентов на накопительный счет, рекомендуется обратиться в отделение банка или связаться с оператором по телефону."
Можно ли открыть вклад в 12 лет?,"['1.2. Банк не заключает Договор вклада (Договор накопительного счета) с лицами, не достигшими возраста 14 лет']","Нет, Банк не заключает договор вклада с лицами, не достигшими возраста 14 лет.","Вопрос о возможности открытия вклада в 12 лет не имеет отношения к предоставленному контексту о правилах обработки персональных данных и ответственности в рамках банковских соглашений. Для получения информации о возможности открытия вклада для лиц моложе 18 лет, рекомендуется обратиться к официальным документам и информации банка Tinkoff или проконсультироваться с представителями банка."
Могу ли я открыть несколько вкладов и пополнять их?,"['\n                    4.1. Клиент имеет право:\n                    4.1.1. Предъявить Банку требование о досрочном полном или частичном изъятии Вклада.\n                    4.1.2. Вносить дополнительные денежные средства во Вклад/Накопительный счет, если данная возможность установлена \n                    Тарифным планом.\n                    4.1.3. Разместить несколько Вкладов (открыть несколько Счетов вклада/Накопительных счетов на условиях, устанавливаемых \n                    Договором вклада (Договором накопительного счета), Тарифами:\n                    • через Дистанционное обслуживание;\n                    • в офисе Банка в часы работы операционного подразделения Банка.\n']"," 
                    Да, вы можете открыть несколько вкладов и пополнять их.
                    Согласно пункту 4.1.3 приведенного контекста, клиент имеет право разместить несколько вкладов (открыть несколько счетов вклада/накопительных счетов) на условиях, устанавливаемых договором вклада (договором накопительного счета) и тарифами.
                    Вы можете открыть несколько вкладов как через дистанционное обслуживание, так и в офисе банка в часы работы операционного подразделения банка.","Да, вы можете открыть несколько вкладов в банке Tinkoff и пополнять их. Для этого вам необходимо обратиться в банк через дистанционное обслуживание и оформить соответствующие документы. Сотрудник банка поможет вам с этим процессом."
Для получения страховой выплаты в случае несчастного случая с летальным исходом нужна ли справка из психушки?,['\n                    6.1. По риску Смерть в результате Несчастного случая должны быть предоставлены следующие документы:\n                    j. Справка из психоневрологического диспансера и наркологического диспансера'],"Да, в таком случае необходимы справки из психоневрологического диспансера и наркологического диспансера.","Для получения страховой выплаты в случае несчастного случая с летальным исходом не требуется предоставление справки из психушки. Вам необходимо предоставить документы, подтверждающие понесенные расходы на оказание Экстренной или Неотложной амбулаторной и/или стационарной помощи, включая чеки, платежные документы и прочее, непосредственно после их несения. В случае если такие расходы были понесены, но не были предоставлены документы, подтверждающие их оплату, страховщик может возместить расходы в соответствии с условиями договора страхования."
Дают ли кредит на автомобиль?,"['3.1. Банк предоставляет Клиенту Кредит на потребительские цели, в том числе на приобретение Товара и/или Автомобиля, в соответствии с законодательством Российской Федерации.']","Да, в соответсвии с пунктом 3.1. Банк предоставляет Клиенту Кредит на потребительские цели, , в том числе на приобретение автомобиля.","Да, банк Tinkoff предоставляет кредиты на автомобили. В случае оформления заявки на кредитный договор для получения кредита на автомобиль посредством дистанционного обслуживания, акцептом договора залога является направление банком клиенту уведомления о принятии имущества в залог."
Распростроняется ли страховое покрытие на смерть в алкогольном опьянении?,"[' \n                    Страховое покрытие по рискам «Смерть» и «Инвалидность» не распространяется на события, произошедшие в результате \n                    и/или в период:\n                    a. действий, совершенных Застрахованным лицом в состоянии алкогольного, наркотического и/или токсического \n                    опьянения; в результате употребления им наркотических, сильнодействующих лекарственных препаратов \n                    и психотропных веществ без предписания врача (или по предписанию врача, но с нарушением указанной  \n                    им дозировки); болезни Застрахованного лица, прямо связанной с наркоманией, токсикоманией, хроническим \n                    алкоголизмом\n                    ']","Нет, страховое покрытие не распространяется на смерть в алкогольном опьянении.",Страховое покрытие не распространяется на смерть в алкогольном опьянении в соответствии с условиями пользовательского соглашения банка Tinkoff.
"Может ли Банк изменить Тарифный план по кредитной карте, и какие условия должны быть соблюдены для этого?","['\n                    Банк вправе в одностороннем порядке изменить Тарифный план, применяемый\nв рамках Договора, и/или заменить его на другой Тарифный план, в том числе при заключении Договора и/или\nна определенный период времени по усмотрению Банка, с целью уменьшения процентной ставки по кредиту\nи/или улучшения иных условий обслуживания при условии, что это не повлечет возникновение новых или увеличение размера существующих денежных обязательств Клиента\n                    ']","Да, Банк может изменить Тарифный план по кредитной карте в одностороннем порядке, но при условии, что это не приведет к возникновению новых или увеличению уже существующих денежных обязательств клиента ","Банк имеет право изменить Тарифный план по кредитной карте, однако для этого должны быть соблюдены условия, установленные в Общих условиях выпуска и обслуживания кредитных карт и Общих условиях открытия, ведения и закрытия счетов физических лиц, а также выпуска и обслуживания расчетных карт. Пользователь должен быть проинформирован об изменениях заранее в установленном порядке, чтобы иметь возможность ознакомиться с новыми условиями и принять решение о дальнейшем использовании кредитной карты."
Можно ли внести частичное досрочное погашение кредита? И как это повлияет на остаток задолженности?,"['«Клиент имеет право досрочно погасить Задолженность с уплатой Банку суммы непогашенного Кредита и начисленных процентов, а также (если применимо) комиссий и плат, предусмотренных Тарифным планом, в любой момент путем зачисления необходимой суммы денежных средств на Картсчет (Счет) и извещения Банка о необходимости проведения досрочного погашения. В случае частичного досрочного погашения уменьшается срок Кредита или сумма Регулярного платежа по выбору Клиента, при этом Клиент не освобождается от оплаты ближайшего Регулярного платежа, а также применимых комиссий и плат, предусмотренных Тарифным планом.», «При обращении Клиента в Банк для совершения частичного досрочного погашения до или в дату оплаты ближайшего Регулярного платежа Клиенту может быть предложено совершить частичное досрочное погашение с погашением ближайшего Регулярного платежа и последующим уменьшением срока Кредита или суммы Регулярного платежа по выбору Клиента.»']","Да, Клиент имеет право совершить частичное досрочное погашение кредита. При этом по выбору Клиента уменьшится либо срок кредита, либо сумма регулярного платежа. Однако Клиент не освобождается от оплаты ближайшего регулярного платежа и применимых комиссий.","Да, можно внести частичное досрочное погашение кредита. При этом уменьшается срок кредита или сумма регулярного платежа по выбору клиента. Клиент не освобождается от оплаты ближайшего регулярного платежа, а также применимых комиссий и плат, предусмотренных тарифным планом. При частичном досрочном погашении уменьшается сумма задолженности, а начисленные проценты включаются в следующий регулярный платеж. В случае полного погашения суммы ближайшего регулярного платежа, клиенту не предъявляется требование об их оплате. При неполном погашении суммы ближайшего регулярного платежа, клиент не освобождается от оплаты соответствующей части суммы, а также применимых комиссий и плат."
Что будет в случае просрочки платежа по кредиту? И какой штраф может быть начислен?,"['«В случае неоплаты платежа Клиент должен уплатить штраф за неоплату Минимального платежа согласно Тарифному плану. Банк рассматривает любой поступивший платеж Клиента как признание Клиентом данного штрафа в размере поступившего платежа, но не более суммы штрафа, определенного в соответствии с Тарифами.»']","В случае неоплаты минимального платежа по кредиту, Клиент должен уплатить штраф в соответствии с Тарифным планом. Размер штрафа определяется Тарифами, и любой поступивший от Клиента платеж Банк будет рассматривать как оплату штрафа в пределах установленной суммы.","В случае просрочки платежа по кредиту вам необходимо сообщить об этом в Банк посредством дистанционного обслуживания и оформить претензию. Сотрудник Банка поможет вам в этом. Штраф за просрочку платежа будет начислен в соответствии с условиями вашего кредитного договора, поэтому рекомендуется своевременно выполнять платежи, чтобы избежать дополнительных расходов."
Можно ли на время приостановить выплаты по кредиту? И как это повлияет на начисление процентов?,"['«На основании обращения Клиента и по согласованию с Банком на период от 1 (одного) до 12 (двенадцати) месяцев возможно приостановление обязанности Клиента по погашению Задолженности, по оплате Регулярных платежей и/или иных платежей. В указанный период Банк вправе приостановить начисление процентов и иных сумм, предусмотренных Договором реструктуризации задолженности.»']","Да, на основании обращения Клиента и по согласованию с Банком возможно приостановить обязанность по погашению задолженности и оплате платежей на срок от 1 до 12 месяцев. В этот период Банк вправе также приостановить начисление процентов и иных сумм по кредиту.","Да, можно на временный период приостановить обязанность по погашению задолженности, выплате регулярных платежей и других платежей по согласованию с Банком на период от 1 до 12 месяцев. В указанный период Банк имеет право приостановить начисление процентов и иных сумм, предусмотренных кредитным договором."
Я хочу оформить дополнительную карту на супругу. Как это сделать? И будет ли она иметь доступ к общему лимиту по кредитке?,"['«3.2. По заявлению Клиента, переданному в Банк на бумажном носителе или через Дистанционное обслуживание, в рамках Договора кредитной карты Банком может быть выпущена одна или несколько дополнительных Кредитных карт.»', '«3.5. Клиент вправе установить лимит для проведения расходных операций с использованием Кредитной карты.»']","Вы можете оформить дополнительную кредитную карту на супругу, подав заявление в банк на бумажном носителе или через дистанционное обслуживание. Дополнительная карта будет иметь доступ к общему лимиту задолженности по вашей основной кредитной карте, однако вы можете установить отдельный лимит для расходных операций по дополнительной карте.","Для оформления дополнительной карты на супругу вам необходимо обратиться в Банк через дистанционное обслуживание и оформить соответствующую заявку. После этого сотрудник Банка поможет вам с этим процессом. При оформлении дополнительной карты на супругу, она будет иметь доступ к общему лимиту по кредитке, если это предусмотрено условиями использования карты."
"А что если я потеряю карту? Сколько у меня есть времени, чтобы ее заблокировать? И как вообще это делается? Через приложение или звонить надо?","['«6.1. При обнаружении утери, кражи или порчи Кредитной карты и/или возникновения подозрений, что Кредитная карта или ее реквизиты, а также ПИН-код, QR-код, Коды доступа, Аутентификационные данные, Абонентский номер, Абонентское устройство могли быть утрачены или похищены, а также в случае изъятия Кредитной карты в банкомате или торгово-сервисном предприятии и в случае изменения имени или фамилии Держателя Клиент должен незамедлительно уведомить Банк по телефонам 8 800 555-10-10 или +7 495 645-59-19 (круглосуточно) и заблокировать Кредитную карту и/или Интернет-Банк и/или Мобильный банк, а также подать заявление о досрочном перевыпуске Кредитной карты.»']","В случае утери или кражи кредитной карты, вы должны незамедлительно уведомить банк по телефонам горячей линии 8 800 555-10-10 или +7 495 645-59-19 (круглосуточно) и заблокировать карту. Также необходимо подать заявление на досрочный перевыпуск новой карты. Чем быстрее вы заблокируете карту, тем меньше риск несанкционированного использования.","При потере карты важно как можно быстрее сообщить об этом в Банк и заблокировать карту. Вы можете заблокировать карту по телефону, через интернет-банк или мобильное приложение Банка. Чем раньше вы это сделаете, тем меньше вероятность несанкционированного использования карты злоумышленниками. После блокировки карту перевыпустить нельзя. Если не уверены, что карту украли, можно установить лимит на операции и запретить покупки через интернет. В случае украденной карты на территории РФ, необходимо заявить об этом в полицию. При краже за границей, следует обратиться в полицию или в консульский отдел посольства Российской Федерации."
"Прочитал тут у вас про блокировку карточки. А если я её забуду забрать в банкомате, что тогда делать?","['«6.1. [...] а также в случае изъятия Кредитной карты в банкомате или торгово-сервисном предприятии и в случае изменения имени или фамилии Держателя Клиент должен незамедлительно уведомить Банк по телефонам 8 800 555-10-10 или +7 495 645-59-19 (круглосуточно) и заблокировать Кредитную карту и/или Интернет-Банк и/или Мобильный банк, а также подать заявление о досрочном перевыпуске Кредитной карты.»']","Если вы забыли карту в банкомате, вам необходимо незамедлительно сообщить об этом в банк по телефонам горячей линии 8 800 555-10-10 или +7 495 645-59-19 и заблокировать кредитную карту, а также подать заявление на ее досрочный перевыпуск. Это позволит предотвратить возможное несанкционированное использование забытой карты третьими лицами.","Если вы забыли забрать карту в банкомате, вам следует обратиться в банк посредством дистанционного обслуживания. Если карта была удержана банкоматом стороннего банка, вам необходимо обратиться в банк, обслуживающий этот банкомат. В случае технического сбоя или промедления с извлечением карты, возможно ее получение при предъявлении документа, удостоверяющего личность. Некоторые сторонние банки могут потребовать письменный запрос из банка, выпустившего карту, для возврата удержанной карты. Помните, что сторонний банк, обслуживающий банкомат, может не возвращать карту, если она была заблокирована ранее вами или банком, выпустившим карту."
"А есть ли какие-то льготные условия, если я захочу приостановить выплаты по кредитке на какое-то время? Например, на ремонт или что-то в этом роде?","['«5.15. На основании обращения Клиента и по согласованию с Банком на период от 1 (одного) до 12 (двенадцати) месяцев возможно приостановление обязанности Клиента по погашению Задолженности, по оплате Минимальных платежей, Регулярных платежей и/или иных платежей. В указанный период Банк вправе приостановить начисление процентов и иных сумм, предусмотренных Договором кредитной карты.»']","Да, в документе указано, что по обращению клиента и по согласованию с банком возможно приостановление обязанности по погашению задолженности, выплате минимальных и регулярных платежей на срок от 1 до 12 месяцев. В этот период банк также может приостановить начисление процентов и других сумм по кредитной карте. Таким образом, вы можете получить льготный период для ремонта или других нужд, обратившись в банк с соответствующим заявлением.","Да, есть возможность приостановить обязанность по погашению задолженности по кредитной карте на период от 1 до 12 месяцев, при условии согласования с банком. В указанный период банк может также приостановить начисление процентов и иных сумм, предусмотренных договором кредитной карты."
Какие процедуры предусмотрены банком для обработки жалоб клиентов?,"['Банк имеет установленные процедуры для обработки и рассмотрения жалоб клиентов, включая регистрацию жалобы, ее анализ и предоставление ответа клиенту в установленные сроки.']","Банк следует четко установленным процедурам для обработки жалоб клиентов, которые включают регистрацию жалобы, ее тщательный анализ и предоставление ответа клиенту в соответствии с установленными сроками.","Банк Tinkoff предусматривает следующие процедуры для обработки жалоб клиентов: клиент может представить письмо по форме Банка с указанием пояснений по каждому документу о причинах невозможности его представления. В случае, если со дня регистрации юридического лица прошло менее 45 календарных дней, пояснительное письмо может не представляться в Банк. Кроме того, клиент может предоставить сведения о деловой репутации в письменной форме от других клиентов Банка или от других кредитных организаций, в которых клиент ранее находился на обслуживании. В случае отсутствия возможности получения сведений в виде документов, клиент может предоставить различные источники информации, такие как письменный отзыв о юридическом лице от контрагента клиента или письмо с описанием бизнеса и структуры компании. Если клиент не может предоставить определенные документы или сведения, он должен представить письмо по форме Банка с пояснениями по каждому документу."
Что происходит с депозитами в случае смерти?,['В случае смерти клиента банк замораживает депозиты до решения вопросов наследства в соответствии с законодательством.'],"После смерти клиента банк замораживает все его депозиты и удерживает их до тех пор, пока не будут решены вопросы наследства в соответствии с действующим законодательством.","В случае смерти клиента, депозиты и другие активы, находящиеся на его счетах в банке Tinkoff, могут быть переданы наследникам в соответствии с наследственным законодательством Российской Федерации. Банк несет ответственность за правильное оформление и передачу наследникам активов умершего клиента в соответствии с законом."
