question,contexts,ground_truth,answer
Зачем страховщик ведет аудио и видеозапись при взаимодействии с клиентом? Как долго эти записи хранятся?,"['При заключении Договоров страхования, а также при ином обращении Клиента или Пользователя к Страховщику или его представителям Страховщик вправе осуществлять наблюдение, фотографирование, аудио- и видеозапись, включая запись телефонных разговоров, а также копирование и хранение переписок между Пользователем и Страховщиком (его представителями) по электронной почте или в мессенджерах, без дополнительного уведомления Клиента (Пользователя) о такой записи. Клиент соглашается, что Страховщик вправе хранить такие записи в течение 5 (пяти) лет с момента прекращения отношений с Клиентом (Пользователем), с целью улучшения качества обслуживания, исполнения Договора страхования, а также использовать их при проведении любых расследований в связи с Договором страхования.']","Страховщик ведет аудио, видеозапись, фотографирование, копирует переписку с клиентом без дополнительного уведомления с целью улучшения качества обслуживания, исполнения договора страхования, а также для использования этих записей при проведении расследований, связанных с договором. Такие записи страховщик вправе хранить в течение 5 лет с момента прекращения отношений с клиентом.","Страховщик ведет аудио и видеозапись при взаимодействии с клиентом с целью улучшения качества обслуживания, исполнения договора страхования и использования записей при проведении расследований в связи с договором страхования. Эти записи хранятся в течение 5 лет с момента прекращения отношений с клиентом."
В каких случаях застрахованному могут быть оплачены планируемые расходы по страховому случаю до предоставления подтверждающих документов? Какие ограничения есть по размеру таких выплат?,"['По договорам добровольного страхования непредвиденных расходов путешественников по предварительному согласованию со Страховщиком Застрахованному могут оплачиваться планируемые расходы по предусмотренным договором страхования страховым событиям, предусматривающим возмещение расходов на оказание Экстренной или Неотложной амбулаторной и/или стационарной помощи, с условием предоставления Застрахованным документов, подтверждающих такие расходы Страховщику непосредственно после их несения (чеки, платежные документы и пр.). В случае если в результате страхового случая Застрахованным лицом были понесены соответствующие расходы на оказание Экстренной или Неотложной амбулаторной и/или стационарной помощи, в том числе, предварительно согласованные Страховщиком, но не были предоставлены документы, подтверждающие их оплату, Страховщик возмещает расходы в размере не более 200 у.е. (если страховая сумма установлена в валюте, отличной от российского рубля) или 10 000 российских рублей (если страховая сумма установлена в российских рублях), за один страховой случай.']","По договорам добровольного страхования непредвиденных расходов путешественников застрахованному могут быть оплачены планируемые расходы по страховым случаям, предусматривающим возмещение расходов на экстренную/неотложную амбулаторную или стационарную помощь, по предварительному согласованию со страховщиком. Условие - предоставление подтверждающих документов сразу после несения расходов. Если документы не предоставлены, то страховщик возмещает расходы в размере не более 200 у.е. (если страховая сумма в валюте) или 10 000 рублей (если в рублях) за один случай.","Да, в соответствии с пользовательским соглашением банка Tinkoff, застрахованному могут быть оплачены планируемые расходы по страховому случаю до предоставления подтверждающих документов. Однако, есть ограничения по размеру таких выплат. Если в результате страхового случая застрахованным лицом были понесены расходы на оказание Экстренной или Неотложной амбулаторной и/или стационарной помощи, но не были предоставлены документы, подтверждающие оплату, страховщик возмещает расходы в размере не более 200 у.е. или 10 000 российских рублей за один страховой случай."
Куда пользователь может направить обращение при возникновении вопросов или спора со страховщиком?,"['При возникновении вопросов или спора можно отправить обращение:\n\nв АО «Тинькофф Страхование» по почте по адресу: 127287, Российская Федерация, г. Москва, ул. 2-я Хуторская, дом 38А, строение 26, либо путем заполнения соответствующей формы на сайте Страховщика;\nк финансовому уполномоченному путем регистрации обращения на сайте — finombudsman.ru или по почтовому адресу: 119017, г. Москва, Старомонетный пер., дом 3;\nво Всероссийский союз страховщиков на сайте — ins-union.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 115093, г. Москва, ул. Люсиновская, д. 27, стр. 3;\nв Центральный Банк Российской Федерации (Банк России) через интернет-приемную на официальном сайте — cbr.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 107016, г. Москва, ул. Неглинная, д. 12.']","При возникновении вопросов или спора с АО 'Тинькофф Страхование' пользователь может направить обращение:

 - В АО 'Тинькофф Страхование' по почте или через форму на сайте;
 - Финансовому уполномоченному на сайте finombudsman.ru или почтовым адресом;
 - Во Всероссийский союз страховщиков на сайте ins-union.ru или почтовым адресом;
В Центральный Банк РФ через интернет-приемную на сайте cbr.ru или почтовым адресом.","Пользователь может направить обращение при возникновении вопросов или спора со страховщиком в следующие места:

1. В АО «Тинькофф Страхование» по почте по адресу: 127287, Российская Федерация, г. Москва, ул. 2-я Хуторская, дом 38А, строение 26, либо путем заполнения соответствующей формы на сайте Страховщика.

2. К финансовому уполномоченному путем регистрации обращения на сайте — ﬁnombudsman.ru или по почтовому адресу: 119017, г. Москва, Старомонетный пер., дом 3.

3. Во Всероссийский союз страховщиков на сайте — ins-union.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 115093, г. Москва, ул. Люсиновская, д. 27, стр. 3.

4. В Центральный Банк Российской Федерации (Банк России) через интернет-приемную на официальном сайте — cbr.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 107016.

Эти места предоставляют пользователю возможность эффективно разрешить вопросы или споры со страховщиком."
Где можно ознакомиться с дополнительной информацией и документами о деятельности АО 'Тинькофф Страхование'?,"['Дополнительная информация и документы о деятельности Страховщика в соответствии с п. 6.1 Закона РФ от 27.11.1992 N 4015-1 «Об организации страхового дела в Российской Федерации» и п. 2.1.1. «Базового стандарта защиты прав и интересов физических и юридических лиц — получателей финансовых услуг, оказываемых членами саморегулируемых организаций, объединяющих страховые организации» размещены по ссылкам: tinkoffinsurance.ru/about, tinkoffinsurance.ru/about/documents.']",Дополнительная информация и документы о деятельности АО 'Тинькофф Страхование' в соответствии с законом 'Об организации страхового дела в РФ' и базовым стандартом защиты прав получателей финансовых услуг размещены на сайте страховщика по ссылкам tinkoffinsurance.ru/about и tinkoffinsurance.ru/about/documents.,"Вы можете ознакомиться с дополнительной информацией и документами о деятельности АО ""Тинькофф Страхование"" на их официальном сайте tinkoffinsurance.ru/about и tinkoffinsurance.ru/about/documents. Также вы можете обратиться в центральный офис компании по адресу: 127287, Российская Федерация, г. Москва, ул. 2-я Хуторская, дом 38А, строение 26. Если у вас возникнут дополнительные вопросы или споры, вы можете отправить обращение по почте на указанный адрес или заполнить соответствующую форму на сайте компании. Также возможно обратиться к финансовому уполномоченному, Всероссийскому союзу страховщиков или Центральному Банку Российской Федерации через интернет-приемную на их официальных сайтах или по почтовым адресам, указанным в документах."
Что означает 'Партия' и вообще 'Слиток' для драгоценных металлов?,"['\n                    Партия — приобретенные Клиентом Слитки в количестве, превышающем 1 (одну) штуку, и подлежащие доставке Клиенту, \n                    в рамках одной Заявки', ' Слиток — аффинированный драгоценный металл: золото, серебро, платина и палладий в виде слитков (стандартных, \n                    мерных), соответствующих установленным в Российской Федерации стандартам или международным стандартам качества, \n                    изготовленных и маркированных организацией, осуществляющей аффинаж драгоценного металла. Слиток в рамках \n                    предоставления Сервиса доставляется / принимается на хранение в ненарушенной Упаковке с приложением Сертификата-\n                    ярлыка (при наличии) и Сертификата качества слитка']","Давайте разберемся! 
                    Партия — это приобретенные клиентом слитки в количестве, превышающем 1 штуку, и подлежащие доставке клиенту, в рамках одной заявки.
                    Слиток — это аффинированный драгоценный металл: золото, серебро, платина и палладий в виде слитков (стандартных, 
                    мерных), соответствующих установленным в Российской Федерации стандартам или международным стандартам качества, 
                    изготовленных и маркированных организацией, осуществляющей аффинаж драгоценного металла. Слиток в рамках 
                    предоставления Сервиса доставляется / принимается на хранение в ненарушенной Упаковке с приложением Сертификата-
                    ярлыка (при наличии) и Сертификата качества слитка.
        ","Для ответа на ваш вопрос о том, что означает ""Партия"" и ""Слиток"" для драгоценных металлов, необходимо учитывать следующие части контекста:

1. Партия - это приобретенные клиентом слитки в количестве, превышающем 1 (одну) штуку, и подлежащие доставке клиенту в рамках одной заявки. Это означает, что партия представляет собой группу слитков, заказанных клиентом одновременно и требующих доставки.

2. Слиток - это аффинированный драгоценный металл в виде стандартных, мерных слитков, соответствующих установленным стандартам качества. Слиток представляет собой сам металлический блок, который может быть изготовлен и маркирован организацией, занимающейся аффинажем драгоценных металлов.

Исходя из этой информации, можно сделать вывод, что ""Партия"" обозначает группу слитков, а ""Слиток"" - это сам драгоценный металлический блок. ""Партия"" используется для обозначения количества слитков, превышающего одну штуку, которые одновременно приобретаются клиентом, в то время как ""Слиток"" является самим продуктом - драгоценным металлическим блоком.

Если у вас возникнут дополнительные вопросы или потребуется более подробная информация, рекомендуем обратиться в банк Tinkoff для получения консультации специалиста по данной теме."
Меня действительно должны фотографировать после полкчения слитка? Какой это пункт в соглашении?,"['\n                    2.13.12. После подтверждения получения Клиентом/Доверенным лицом Слитка Представитель фотографирует Клиента/\n                    Доверенное лицо с полученным Слитком в ненарушенной заводской упаковке и документом, удостоверяющим личность \n                    Клиента/Доверенного лица']","Да, Вас действительно должнен сфотографировать Представитель в соответсвии с пунктом 2.13.12.","Из предоставленного контекста не удалось найти конкретный пункт в пользовательском соглашении банка Tinkoff, который бы указывал на обязательность фотографирования клиента после получения слитка. В данном случае рекомендуется обратиться в банк Tinkoff для получения точной информации о данной процедуре и возможных положениях в пользовательском соглашении, касающихся фотографирования клиентов после получения слитка."
Какие условия хранения?,"[' \n                    2.14.9. Условия хранения: температура воздуха от +17 до +25 °С, атмосферное давление от 740 до 760 мм рт. ст., относительная \n                    влажность воздуха от 30 до 60%']","
                    В соответсвии с пунктом 2.14.9. условия хранения слитка слудующие: 
                        - температура воздуха от +17 до +25 °С,
                        - атмосферное давление от 740 до 760 мм рт. ст.,
                        - относительная влажность воздуха от 30 до 60% ","Для ответа на вопрос о условиях хранения слитков драгоценных металлов в банке Tinkoff можно обратиться к следующим частям контекста:

1. ""обязуется хранить и возвратить Клиенту/Доверенному лицу в сохранности принятый на хранение Слиток, Сертификат-ярлык (при наличии) и Сертификат качества слитка на условиях, установленных настоящими Правилами и действующим законодательством Российской Федерации."" - Здесь указывается, что банк обязуется хранить слиток в сохранности и возвращать его клиенту в том же состоянии.

2. ""2.14.7. Срок хранения Слитка Банком — с даты подписания, указанной в Акте приема-передачи, до востребования."" - Указывается, что банк хранит слиток с момента подписания акта приема-передачи до момента его востребования клиентом.

3. ""2.14.8. Хранение Банком Слитка Клиента осуществляется в хранилище 5 (Пятого) класса устойчивости к взлому, оборудованном системой видеонаблюдения и охранно-пожарной и тревожной сигнализации с выводом сигнала на пункт централизованной охраны, с осуществлением физической круглосуточной специализированной охраны хранилища."" - Здесь указаны условия хранения слитков: в хранилище 5 класса устойчивости к взлому с системой безопасности.

Исходя из этих частей контекста, можно сделать вывод, что банк Tinkoff предоставляет услугу хранения слитков драгоценных металлов в специально оборудованных хранилищах с высоким уровнем безопасности и обязуется сохранять слиток клиента до момента его востребования."
Что такое 'Сертификат качества слитка'?,"['Сертификат качества слитка — документ о качестве драгоценного металла, содержащий сведения о соответствии драгоценного металла стандартам качества, технические характеристики и параметры Слитка, информацию о химическом составе, произведенный/заверенный предприятием-изготовителем Слитка.']","Сертификат качества слитка - это документ, выданный изготовителем слитка драгоценного металла, который содержит информацию о соответствии металла стандартам качества, его технические характеристики, параметры и химический состав.","Сертификат качества слитка - это документ, содержащий информацию о качестве драгоценного металла, технические характеристики и параметры слитка, а также данные о химическом составе. Он выдается предприятием-изготовителем слитка и подтверждает соответствие драгоценного металла стандартам качества. Этот сертификат необходим при приеме слитка клиентом или его доверенным лицом. В случае утраты, порчи или нарушения целостности заводской упаковки слитка, сертификат качества может быть признан недействительным, что может повлиять на качество и ценность слитка. Клиент обязан сохранить полученный сертификат-ярлык и сертификат качества слитка для подтверждения подлинности и качества приобретенного драгоценного металла."
На какой срок выдается эта доверенность? Можно ли ее передоверить другому лицу?,"['Датой выдачи доверенности считается дата предоставления Представляемым Банку данных своего представителя. Доверенность выдана сроком на 1 (один) год, полномочия по настоящей доверенности не могут быть передоверены другим лицам.']",Доверенность выдается сроком на 1 год. Полномочия по этой доверенности нельзя передоверять другим лицам.,"Из контекста видно, что доверенность на обработку персональных данных в данном случае предоставляется на срок 15 лет. После этого срока, при отзыве согласия, данные должны быть уничтожены в течение 1 года. Однако, в тексте не указано, можно ли передоверить данную доверенность другому лицу. Для получения точной информации по этому вопросу, рекомендуется обратиться в банк Tinkoff для получения дополнительной информации."
"Как клиент может получить сертификат качества слитка, который он передал на хранение в банк?","['По требованию Клиента Банк предоставляет Клиенту заверенную Банком копию Сертификата качества слитка, переданного на ответственное хранение.']","По требованию клиента банк предоставляет ему заверенную копию сертификата качества слитка, который клиент передал на ответственное хранение в банке.","Для того чтобы получить сертификат качества слитка, который клиент передал на хранение в банк Tinkoff, необходимо обратиться в банк. В соответствии с правилами оказания сервиса ""Покупка/продажа слитков драгоценных металлов"", банк обязуется хранить слиток в сохранности и в случае необходимости предоставить клиенту заверенную копию сертификата качества слитка, переданного на ответственное хранение. Этот процесс осуществляется по требованию клиента и подтверждается актом приема-передачи, подписанным сторонами. Поэтому клиенту следует обратиться в банк Tinkoff для получения необходимой информации и копии сертификата качества слитка."
Какие условия хранения слитков в банке? Где их хранят?,"['Хранение Банком Слитка Клиента осуществляется в хранилище 5 (Пятого) класса устойчивости к взлому, оборудованном системой видеонаблюдения и охранно-пожарной и тревожной сигнализации с выводом сигнала на пункт централизованной охраны, с осуществлением физической круглосуточной специализированной охраны хранилища.', 'Условия хранения: температура воздуха от +17 до +25 °С, атмосферное давление от 740 до 760 мм рт. ст., относительная влажность воздуха от 30 до 60%.']","Слитки хранятся в специальном хранилище 5 класса устойчивости к взлому, оборудованном системами видеонаблюдения, охранно-пожарной и тревожной сигнализацией, а также круглосуточной охраной. Условия хранения: температура +17...+25°С, атмосферное давление 740-760 мм рт.ст., влажность 30-60%.","Для ответа на ваш вопрос о условиях хранения слитков в банке Tinkoff можно обратиться к следующим частям контекста:

1. Согласно п. 2.14.6 и 2.14.7 правил оказания сервиса «Покупка/продажа слитков драгоценных металлов», прием на хранение и выдача слитка с ответственного хранения осуществляется в помещении банка для совершения операций с ценностями. Срок хранения слитка банком составляет с даты подписания, указанной в акте приема-передачи, до востребования.

2. Условия хранения слитка в банке описаны в пункте 2.14.9 правил и включают в себя следующие параметры: температура воздуха от +17 до +25 °C, атмосферное давление от 740 до 760 мм рт. ст., относительная влажность воздуха от 30 до 60%.

Исходя из вышеперечисленных данных, можно сделать вывод, что слитки драгоценных металлов хранятся в хранилище 5 класса устойчивости к взлому, оборудованном системой видеонаблюдения и охранно-пожарной сигнализацией. Условия хранения обеспечивают оптимальные параметры температуры, давления и влажности для сохранности слитков.

Если у вас возникнут дополнительные вопросы или вам потребуется более подробная информация, рекомендуем обратиться в банк Tinkoff для получения консультации специалистов по данному вопросу."
"Можно ли вернуть слиток в банк, если при получении были обнаружены его повреждения? Как это сделать?","['В случае обнаружения при приеме Слитка с ответственного хранения от Представителя нарушения целостности заводской упаковки Слитка, несоответствия нанесенной на Слиток маркировки данным, указанным в Сертификате качества слитка и/или Сертификате-ярлыке, отсутствия либо повреждения Сертификата качества слитка и/или Слитка (наличие на поверхности Слитка наплывов / заусенцев / царапин / жировых пятен / посторонних включений) Клиентом/Доверенным лицом и Представителем оформляется в двух экземплярах Рекламационный акт по форме Приложения № 3 к настоящим Правилам, в котором фиксируются указанные выше нарушения / несоответствия / повреждения. В случае наличия указанных выше нарушений / несоответствий / повреждений Слиток вместе с Сертификатом качества слитка и Сертификатом-ярлыком вкладываются Клиентом/Доверенным лицом в порожний сейф-пакет и запечатываются, после чего сейф-пакет помещается в Устройство для перевозки слитка с дальнейшим опломбированием номерной разовой пломбой. Номер сейф-пакета, а также номерной разовой пломбы отражаются в Рекламационном акте.']","Да, если при получении слитка с хранения были обнаружены его повреждения или нарушения упаковки, несоответствия маркировки и т.п., то клиент/доверенное лицо вместе с представителем банка оформляют рекламационный акт в двух экземплярах. В этом акте фиксируются все нарушения. После этого слиток вместе с сертификатами запечатывают в новый сейф-пакет и опломбировывают, указав номера на рекламационном акте. Затем слиток возвращается обратно в банк.","Для ответа на ваш вопрос о возврате слитка в банк при обнаружении повреждений необходимо следовать следующей процедуре, описанной в документе ""Правила оказания сервиса «Покупка/продажа слитков драгоценных металлов»"":

1. При обнаружении нарушений целостности заводской упаковки слитка, несоответствия маркировки или повреждений при получении, клиент или его уполномоченное лицо обязаны оформить Рекламационный акт в двух экземплярах. В нем должны быть зафиксированы все обнаруженные нарушения/повреждения.

2. Слиток вместе с сертификатом качества и сертификатом-ярлыком должны быть помещены в порожний сейф-пакет, запечатанный и опломбированный. Номер сейф-пакета и пломбы отражаются в Рекламационном акте.

3. Один экземпляр Рекламационного акта остается у клиента, а другой передается представителю для предоставления в банк.

4. Рекламационный акт рассматривается банком в течение 5 рабочих дней с даты оформления. По его результатам, банк обязан связаться с клиентом и предоставить новый слиток или вернуть старый, если выявленные нарушения не подтвердились.

Таким образом, чтобы вернуть слиток в банк из-за обнаруженных повреждений, необходимо оформить Рекламационный акт и действовать в соответствии с описанной процедурой."
Кто может стать доверенным лицом?,"['Доверенное лицо — физическое лицо, уполномоченное Клиентом, которому предоставлено право на представление интересов Клиента и осуществление действий от его имени в рамках Сервиса на основании доверенности, оформленной посредством Дистанционного обслуживания в соответствии с п. 5.3 настоящих Правил по форме Приложения № 5 к настоящим Правилам.']","Доверенным лицом клиента может стать любое физическое лицо, которому клиент предоставит полномочия представлять его интересы в рамках сервиса покупки/продажи слитков драгоценных металлов. Доверенность на это лицо оформляется клиентом посредством дистанционного обслуживания в банке по форме из Приложения №5 к Правилам.","Доверенным лицом может стать лицо, которое имеет полномочия от страхователя или клиента на заключение договора страхования от его имени. В случае заключения договора страхования по доверенности, это лицо должно быть уведомлено страхователем о заключении договора по его поручению и иметь соответствующие полномочия. Полномочия доверенного лица могут быть подтверждены документально, например, доверенностью или иными средствами, удостоверяющими его право действовать от имени страхователя или клиента. Если в договоре страхования прямо предусмотрено продление его действия, то доверенное лицо также может иметь право продлить договор на новый срок при соблюдении условий продления, предусмотренных договором страхования. Если у клиента возникают вопросы относительно допустимости действий доверенного лица или условий его полномочий, рекомендуется обратиться в банк для получения консультации и разъяснений."
Можно ли поменять доверенное лицо? Как это сделать?,"['Клиент может отменить выданную доверенность путем обращения в Банк посредством Дистанционного обслуживания в любое время, но не позднее одного дня до планируемой даты встречи с представителем Клиента.']","Да, клиент может отменить ранее выданную доверенность на доверенное лицо. Для этого он должен обратиться в банк посредством дистанционного обслуживания не позднее чем за 1 день до планируемой даты встречи с действующим доверенным лицом.",Из предоставленного контекста не удается однозначно определить процедуру смены доверенного лица в банке Tinkoff. Рекомендуется обратиться в банк напрямую для получения точной информации и инструкций по данному вопросу.
Как происходит покупка слитка банком? Есть ли какие-то особые условия?,"['Банк приобретает у Клиента только Слитки, находящиеся на ответственном хранении в Банке.', 'Клиент, обращаясь с Заявкой, подтверждает, что на момент заключения договора купли-продажи Слиток принадлежит на праве собственности Клиенту, не продан, не является предметом залога, не обременен правами третьих лиц, в споре, под арестом и иным запрещением не состоит.']","Банк осуществляет покупку слитков драгоценных металлов только у тех клиентов, чьи слитки находятся на ответственном хранении в самом банке. При подаче заявки на продажу слитка клиент должен подтвердить, что на момент продажи слиток принадлежит ему на праве собственности, не продан, не заложен, не арестован и не обременен правами третьих лиц.","Покупка слитка банком происходит в соответствии с правилами и действующим законодательством Российской Федерации. Договор купли-продажи слитка заключается путем акцепта Банком оферты, содержащейся в Заявке, после чего происходит зачисление стоимости слитка на картсчет клиента. Право собственности на слиток переходит от клиента к банку с момента зачисления стоимости на картсчет клиента. Прием слитка банком производится по сертификату-ярлыку (при наличии) и сертификату качества слитка с проведением контрольного взвешивания и проверкой целостности упаковки, маркировки и отсутствия повреждений. Клиент должен подтвердить свое согласие с заявкой и подписать необходимые документы через дистанционное обслуживание. Зачисление согласованной стоимости слитка производится на картсчет клиента в дату подписания документов."
Что такое накопительный счет и как начисляются проценты?,"['\n                    3.1. Начисление процентов на остаток средств по Счету вклада/Накопительному счету производится со дня, следующего \n                    за днем зачисления денежных средств на Счет вклада/Накопительный счет Клиента, до дня окончания срока Вклада \n                    (включительно) либо до их списания со Счета вклада/Накопительного счета по иным основаниям.', ' \n                    3.3. Клиент имеет возможность по согласованию с Банком посредством Дистанционного обслуживания изменить Тарифный \n                    план Вклада на Тарифный план для мультивалютного Вклада. При смене Тарифного плана изменения в части процентной \n                    ставки по Счету вклада, изначально открытого в рамках текущего Договора вклада, не распространяются до конца срока \n                    размещения, установленного предыдущим Тарифным планом. Процентные ставки по валютам, отличным от валюты \n                    измененного Тарифного плана, устанавливаются новым Тарифным планом.\n                    3.4. При начислении процентов в расчет принимается величина процентной ставки (в процентах годовых) и фактическое \n                    количество календарных дней, на которое привлечены денежные средства. При этом за базу берется действительное \n                    число календарных дней в году (365 или 366 дней соответственно).\n                    ', ' \n                    Накопительный счет — счет, на котором учитываются денежные средства Клиента, предусматривающий начисление \n                    процентов на остаток денежных средств, в соответствии с Договором накопительного счета.']","
                    Накопительный счет - это счет, на котором учитываются денежные средства клиента и на который начисляются проценты на остаток денежных средств. Проценты начисляются в соответствии с условиями договора накопительного счета.
                    Проценты на накопительном счете начисляются со дня, следующего за днем зачисления денежных средств на счет, до дня окончания срока вклада (включительно) либо до их списания со счета по другим основаниям.

                    При начислении процентов учитываются:
                    • Величина процентной ставки (в процентах годовых)
                    • Фактическое количество календарных дней, на которое привлечены денежные средства

                    За базу берется действительное число календарных дней в году (365 или 366 дней соответственно).",Из предоставленного контекста не удалось найти информацию о накопительных счетах и начислении процентов. Рекомендуется обратиться в банк Tinkoff для получения более подробной информации на эту тему.
Можно ли открыть вклад в 12 лет?,"['1.2. Банк не заключает Договор вклада (Договор накопительного счета) с лицами, не достигшими возраста 14 лет']","Нет, Банк не заключает договор вклада с лицами, не достигшими возраста 14 лет.",Из предоставленного контекста не удалось найти информацию о возможности открытия вклада для лиц в возрасте 12 лет. Рекомендуется обратиться в банк Tinkoff для получения точной информации по данному вопросу.
Могу ли я открыть несколько вкладов и пополнять их?,"['\n                    4.1. Клиент имеет право:\n                    4.1.1. Предъявить Банку требование о досрочном полном или частичном изъятии Вклада.\n                    4.1.2. Вносить дополнительные денежные средства во Вклад/Накопительный счет, если данная возможность установлена \n                    Тарифным планом.\n                    4.1.3. Разместить несколько Вкладов (открыть несколько Счетов вклада/Накопительных счетов на условиях, устанавливаемых \n                    Договором вклада (Договором накопительного счета), Тарифами:\n                    • через Дистанционное обслуживание;\n                    • в офисе Банка в часы работы операционного подразделения Банка.\n']"," 
                    Да, вы можете открыть несколько вкладов и пополнять их.
                    Согласно пункту 4.1.3 приведенного контекста, клиент имеет право разместить несколько вкладов (открыть несколько счетов вклада/накопительных счетов) на условиях, устанавливаемых договором вклада (договором накопительного счета) и тарифами.
                    Вы можете открыть несколько вкладов как через дистанционное обслуживание, так и в офисе банка в часы работы операционного подразделения банка.","Из предоставленного контекста не удалось найти информацию, которая прямо отвечала бы на ваш вопрос о возможности открытия нескольких вкладов и их пополнения. Для получения точной информации по данному вопросу рекомендуется обратиться в банк Tinkoff напрямую. Банковские специалисты смогут подробно проконсультировать вас по всем возможностям открытия и управления вкладами в соответствии с условиями и правилами банка."
Для получения страховой выплаты в случае несчастного случая с летальным исходом нужна ли справка из психушки?,['\n                    6.1. По риску Смерть в результате Несчастного случая должны быть предоставлены следующие документы:\n                    j. Справка из психоневрологического диспансера и наркологического диспансера'],"Да, в таком случае необходимы справки из психоневрологического диспансера и наркологического диспансера.","Из предоставленного контекста не удается найти информацию о том, нужна ли справка из психушки для получения страховой выплаты в случае несчастного случая с летальным исходом. Рекомендуем обратиться в банк Tinkoff для получения точной информации по данному вопросу."
Дают ли кредит на автомобиль?,"['3.1. Банк предоставляет Клиенту Кредит на потребительские цели, в том числе на приобретение Товара и/или Автомобиля, в соответствии с законодательством Российской Федерации.']","Да, в соответсвии с пунктом 3.1. Банк предоставляет Клиенту Кредит на потребительские цели, , в том числе на приобретение автомобиля.","Из предоставленного контекста необходимо отметить следующую часть: ""С помощью карт Банка Вы можете воспользоваться услугой аренды автомобиля."" Данная информация позволяет сделать вывод о том, что банк Tinkoff предоставляет услугу аренды автомобиля с использованием их карт.

Следовательно, можно ответить на вопрос ""Дают ли кредит на автомобиль?"" следующим образом: ""Банк Tinkoff не предоставляет кредиты на покупку автомобилей, однако предоставляет услугу аренды автомобиля с использованием их карт.""

Если клиент заинтересован в получении кредита на автомобиль, рекомендуется обратиться в банк для получения подробной информации о доступных кредитных продуктах."
Распростроняется ли страховое покрытие на смерть в алкогольном опьянении?,"[' \n                    Страховое покрытие по рискам «Смерть» и «Инвалидность» не распространяется на события, произошедшие в результате \n                    и/или в период:\n                    a. действий, совершенных Застрахованным лицом в состоянии алкогольного, наркотического и/или токсического \n                    опьянения; в результате употребления им наркотических, сильнодействующих лекарственных препаратов \n                    и психотропных веществ без предписания врача (или по предписанию врача, но с нарушением указанной  \n                    им дозировки); болезни Застрахованного лица, прямо связанной с наркоманией, токсикоманией, хроническим \n                    алкоголизмом\n                    ']","Нет, страховое покрытие не распространяется на смерть в алкогольном опьянении.","Из предоставленного контекста не ясно, распространяется ли страховое покрытие на смерть в алкогольном опьянении. Для получения точного ответа на данный вопрос рекомендуется обратиться в банк Tinkoff для получения дополнительной информации от специалистов по страхованию."
"Может ли Банк изменить Тарифный план по кредитной карте, и какие условия должны быть соблюдены для этого?","['\n                    Банк вправе в одностороннем порядке изменить Тарифный план, применяемый\nв рамках Договора, и/или заменить его на другой Тарифный план, в том числе при заключении Договора и/или\nна определенный период времени по усмотрению Банка, с целью уменьшения процентной ставки по кредиту\nи/или улучшения иных условий обслуживания при условии, что это не повлечет возникновение новых или увеличение размера существующих денежных обязательств Клиента\n                    ']","Да, Банк может изменить Тарифный план по кредитной карте в одностороннем порядке, но при условии, что это не приведет к возникновению новых или увеличению уже существующих денежных обязательств клиента ","Для ответа на ваш вопрос о возможности изменения тарифного плана по кредитной карте Банком Tinkoff необходимо обратиться к Общим условиям выпуска и обслуживания кредитных карт. В этих условиях должны быть указаны правила и условия, согласно которым Банк имеет право изменить тарифный план. Также важно обратить внимание на условия вашего договора с Банком, чтобы узнать дополнительные детали и требования, которые должны быть соблюдены для изменения тарифного плана. Если у вас возникли дополнительные вопросы, рекомендуем обратиться в Банк для получения конкретной информации по вашему счету и карте."
