question,contexts,ground_truth,answer
Какие условия хранения слитков в банке? Где их хранят?,"['Хранение Банком Слитка Клиента осуществляется в хранилище 5 (Пятого) класса устойчивости к взлому, оборудованном системой видеонаблюдения и охранно-пожарной и тревожной сигнализации с выводом сигнала на пункт централизованной охраны, с осуществлением физической круглосуточной специализированной охраны хранилища.', 'Условия хранения: температура воздуха от +17 до +25 °С, атмосферное давление от 740 до 760 мм рт. ст., относительная влажность воздуха от 30 до 60%.']","Слитки хранятся в специальном хранилище 5 класса устойчивости к взлому, оборудованном системами видеонаблюдения, охранно-пожарной и тревожной сигнализацией, а также круглосуточной охраной. Условия хранения: температура +17...+25°С, атмосферное давление 740-760 мм рт.ст., влажность 30-60%.","Слитки хранятся в хранилище 5 класса устойчивости к взлому, оборудованном системой видеонаблюдения и охранно-пожарной и тревожной сигнализацией с выводом сигнала на пункт централизованной охраны, с осуществлением физической круглосуточной специализированной охраны хранилища. Условия хранения включают температуру воздуха от +17 до +25 °С, атмосферное давление от 740 до 760 мм рт. ст., относительную влажность воздуха от 30 до 60%."
"Можно ли вернуть слиток в банк, если при получении были обнаружены его повреждения? Как это сделать?","['В случае обнаружения при приеме Слитка с ответственного хранения от Представителя нарушения целостности заводской упаковки Слитка, несоответствия нанесенной на Слиток маркировки данным, указанным в Сертификате качества слитка и/или Сертификате-ярлыке, отсутствия либо повреждения Сертификата качества слитка и/или Слитка (наличие на поверхности Слитка наплывов / заусенцев / царапин / жировых пятен / посторонних включений) Клиентом/Доверенным лицом и Представителем оформляется в двух экземплярах Рекламационный акт по форме Приложения № 3 к настоящим Правилам, в котором фиксируются указанные выше нарушения / несоответствия / повреждения. В случае наличия указанных выше нарушений / несоответствий / повреждений Слиток вместе с Сертификатом качества слитка и Сертификатом-ярлыком вкладываются Клиентом/Доверенным лицом в порожний сейф-пакет и запечатываются, после чего сейф-пакет помещается в Устройство для перевозки слитка с дальнейшим опломбированием номерной разовой пломбой. Номер сейф-пакета, а также номерной разовой пломбы отражаются в Рекламационном акте.']","Да, если при получении слитка с хранения были обнаружены его повреждения или нарушения упаковки, несоответствия маркировки и т.п., то клиент/доверенное лицо вместе с представителем банка оформляют рекламационный акт в двух экземплярах. В этом акте фиксируются все нарушения. После этого слиток вместе с сертификатами запечатывают в новый сейф-пакет и опломбировывают, указав номера на рекламационном акте. Затем слиток возвращается обратно в банк.","Да, вы можете вернуть слиток в банк, если при получении были обнаружены его повреждения. Однако, как указано в правилах, банк имеет право изменить условия и место хранения слитка без письменного уведомления клиента в случае возникновения обстоятельств непреодолимой силы или других случаев, предусмотренных законодательством Российской Федерации. Поэтому вам следует обратиться в банк для получения дальнейших инструкций по возврату поврежденного слитка."
Кто может стать доверенным лицом?,"['Доверенное лицо — физическое лицо, уполномоченное Клиентом, которому предоставлено право на представление интересов Клиента и осуществление действий от его имени в рамках Сервиса на основании доверенности, оформленной посредством Дистанционного обслуживания в соответствии с п. 5.3 настоящих Правил по форме Приложения № 5 к настоящим Правилам.']","Доверенным лицом клиента может стать любое физическое лицо, которому клиент предоставит полномочия представлять его интересы в рамках сервиса покупки/продажи слитков драгоценных металлов. Доверенность на это лицо оформляется клиентом посредством дистанционного обслуживания в банке по форме из Приложения №5 к Правилам.","Доверенным лицом может стать любое лицо, которому доверитель хочет передать свои права и обязанности. Это может быть как физическое лицо, так и юридическое. Однако, для того чтобы стать доверенным лицом, необходимо иметь соответствующие полномочия, которые должны быть указаны в доверенности."
Можно ли поменять доверенное лицо? Как это сделать?,"['Клиент может отменить выданную доверенность путем обращения в Банк посредством Дистанционного обслуживания в любое время, но не позднее одного дня до планируемой даты встречи с представителем Клиента.']","Да, клиент может отменить ранее выданную доверенность на доверенное лицо. Для этого он должен обратиться в банк посредством дистанционного обслуживания не позднее чем за 1 день до планируемой даты встречи с действующим доверенным лицом.","Да, можно поменять доверенное лицо. Для этого необходимо обратиться в Банк посредством Дистанционного обслуживания и отменить выданную доверенность."
Как происходит покупка слитка банком? Есть ли какие-то особые условия?,"['Банк приобретает у Клиента только Слитки, находящиеся на ответственном хранении в Банке.', 'Клиент, обращаясь с Заявкой, подтверждает, что на момент заключения договора купли-продажи Слиток принадлежит на праве собственности Клиенту, не продан, не является предметом залога, не обременен правами третьих лиц, в споре, под арестом и иным запрещением не состоит.']","Банк осуществляет покупку слитков драгоценных металлов только у тех клиентов, чьи слитки находятся на ответственном хранении в самом банке. При подаче заявки на продажу слитка клиент должен подтвердить, что на момент продажи слиток принадлежит ему на праве собственности, не продан, не заложен, не арестован и не обременен правами третьих лиц.","Из предоставленного контекста нельзя однозначно ответить на вопрос о том, как происходит покупка слитка банком и есть ли особые условия для этого процесса. Однако, можно отметить, что банк принимает слитки на хранение и учитывает их на соответствующем счете в балансе банка по учетной цене с момента начала действия договора хранения. Также отмечается, что договор хранения прекращается в случае возврата слитка с хранения или совершения сделки купли-продажи слитка. Кроме того, услуга покупки слитка доступна клиентам с подключенным сервисом Tinkoff Premium / Private."
Что такое накопительный счет и как начисляются проценты?,"['\n                    3.1. Начисление процентов на остаток средств по Счету вклада/Накопительному счету производится со дня, следующего \n                    за днем зачисления денежных средств на Счет вклада/Накопительный счет Клиента, до дня окончания срока Вклада \n                    (включительно) либо до их списания со Счета вклада/Накопительного счета по иным основаниям.', ' \n                    3.3. Клиент имеет возможность по согласованию с Банком посредством Дистанционного обслуживания изменить Тарифный \n                    план Вклада на Тарифный план для мультивалютного Вклада. При смене Тарифного плана изменения в части процентной \n                    ставки по Счету вклада, изначально открытого в рамках текущего Договора вклада, не распространяются до конца срока \n                    размещения, установленного предыдущим Тарифным планом. Процентные ставки по валютам, отличным от валюты \n                    измененного Тарифного плана, устанавливаются новым Тарифным планом.\n                    3.4. При начислении процентов в расчет принимается величина процентной ставки (в процентах годовых) и фактическое \n                    количество календарных дней, на которое привлечены денежные средства. При этом за базу берется действительное \n                    число календарных дней в году (365 или 366 дней соответственно).\n                    ', ' \n                    Накопительный счет — счет, на котором учитываются денежные средства Клиента, предусматривающий начисление \n                    процентов на остаток денежных средств, в соответствии с Договором накопительного счета.']","
                    Накопительный счет - это счет, на котором учитываются денежные средства клиента и на который начисляются проценты на остаток денежных средств. Проценты начисляются в соответствии с условиями договора накопительного счета.
                    Проценты на накопительном счете начисляются со дня, следующего за днем зачисления денежных средств на счет, до дня окончания срока вклада (включительно) либо до их списания со счета по другим основаниям.

                    При начислении процентов учитываются:
                    • Величина процентной ставки (в процентах годовых)
                    • Фактическое количество календарных дней, на которое привлечены денежные средства

                    За базу берется действительное число календарных дней в году (365 или 366 дней соответственно).","Накопительный счет - это счет, на котором учитываются денежные средства клиента, предусматривающий начисление процентов на остаток денежных средств. Проценты начисляются в соответствии с договором накопительного счета."
Можно ли открыть вклад в 12 лет?,"['1.2. Банк не заключает Договор вклада (Договор накопительного счета) с лицами, не достигшими возраста 14 лет']","Нет, Банк не заключает договор вклада с лицами, не достигшими возраста 14 лет.","Нет, согласно представленному фрагменту контекста, Банк не заключает договор вклада с лицами, не достигшими возраста 14 лет."
Могу ли я открыть несколько вкладов и пополнять их?,"['\n                    4.1. Клиент имеет право:\n                    4.1.1. Предъявить Банку требование о досрочном полном или частичном изъятии Вклада.\n                    4.1.2. Вносить дополнительные денежные средства во Вклад/Накопительный счет, если данная возможность установлена \n                    Тарифным планом.\n                    4.1.3. Разместить несколько Вкладов (открыть несколько Счетов вклада/Накопительных счетов на условиях, устанавливаемых \n                    Договором вклада (Договором накопительного счета), Тарифами:\n                    • через Дистанционное обслуживание;\n                    • в офисе Банка в часы работы операционного подразделения Банка.\n']"," 
                    Да, вы можете открыть несколько вкладов и пополнять их.
                    Согласно пункту 4.1.3 приведенного контекста, клиент имеет право разместить несколько вкладов (открыть несколько счетов вклада/накопительных счетов) на условиях, устанавливаемых договором вклада (договором накопительного счета) и тарифами.
                    Вы можете открыть несколько вкладов как через дистанционное обслуживание, так и в офисе банка в часы работы операционного подразделения банка.","Да, вы можете открыть несколько вкладов и пополнять их. Однако, согласно представленному контексту, пополнение продленного вклада возможно только после получения уведомления о пролонгации."
Для получения страховой выплаты в случае несчастного случая с летальным исходом нужна ли справка из психушки?,['\n                    6.1. По риску Смерть в результате Несчастного случая должны быть предоставлены следующие документы:\n                    j. Справка из психоневрологического диспансера и наркологического диспансера'],"Да, в таком случае необходимы справки из психоневрологического диспансера и наркологического диспансера.","Нет, справка из психушки не требуется для получения страховой выплаты в случае несчастного случая с летальным исходом."
Дают ли кредит на автомобиль?,"['3.1. Банк предоставляет Клиенту Кредит на потребительские цели, в том числе на приобретение Товара и/или Автомобиля, в соответствии с законодательством Российской Федерации.']","Да, в соответсвии с пунктом 3.1. Банк предоставляет Клиенту Кредит на потребительские цели, , в том числе на приобретение автомобиля.","Да, кредит на автомобиль может быть предоставлен."
Распростроняется ли страховое покрытие на смерть в алкогольном опьянении?,"[' \n                    Страховое покрытие по рискам «Смерть» и «Инвалидность» не распространяется на события, произошедшие в результате \n                    и/или в период:\n                    a. действий, совершенных Застрахованным лицом в состоянии алкогольного, наркотического и/или токсического \n                    опьянения; в результате употребления им наркотических, сильнодействующих лекарственных препаратов \n                    и психотропных веществ без предписания врача (или по предписанию врача, но с нарушением указанной  \n                    им дозировки); болезни Застрахованного лица, прямо связанной с наркоманией, токсикоманией, хроническим \n                    алкоголизмом\n                    ']","Нет, страховое покрытие не распространяется на смерть в алкогольном опьянении.","Да, страховое покрытие не распространяется на смерть в алкогольном опьянении."
"Может ли Банк изменить Тарифный план по кредитной карте, и какие условия должны быть соблюдены для этого?","['\n                    Банк вправе в одностороннем порядке изменить Тарифный план, применяемый\nв рамках Договора, и/или заменить его на другой Тарифный план, в том числе при заключении Договора и/или\nна определенный период времени по усмотрению Банка, с целью уменьшения процентной ставки по кредиту\nи/или улучшения иных условий обслуживания при условии, что это не повлечет возникновение новых или увеличение размера существующих денежных обязательств Клиента\n                    ']","Да, Банк может изменить Тарифный план по кредитной карте в одностороннем порядке, но при условии, что это не приведет к возникновению новых или увеличению уже существующих денежных обязательств клиента ","Да, Банк может изменить Тарифный план по кредитной карте. Для этого необходимо заявление клиента и согласие банка. Банк также имеет право изменить Тарифный план в одностороннем порядке, например, для уменьшения процентной ставки или улучшения других условий обслуживания. Однако это должно быть сделано таким образом, чтобы не повлечь возникновение новых или увеличение размера существующих денежных обязательств клиента."
Можно ли внести частичное досрочное погашение кредита? И как это повлияет на остаток задолженности?,"['«Клиент имеет право досрочно погасить Задолженность с уплатой Банку суммы непогашенного Кредита и начисленных процентов, а также (если применимо) комиссий и плат, предусмотренных Тарифным планом, в любой момент путем зачисления необходимой суммы денежных средств на Картсчет (Счет) и извещения Банка о необходимости проведения досрочного погашения. В случае частичного досрочного погашения уменьшается срок Кредита или сумма Регулярного платежа по выбору Клиента, при этом Клиент не освобождается от оплаты ближайшего Регулярного платежа, а также применимых комиссий и плат, предусмотренных Тарифным планом.», «При обращении Клиента в Банк для совершения частичного досрочного погашения до или в дату оплаты ближайшего Регулярного платежа Клиенту может быть предложено совершить частичное досрочное погашение с погашением ближайшего Регулярного платежа и последующим уменьшением срока Кредита или суммы Регулярного платежа по выбору Клиента.»']","Да, Клиент имеет право совершить частичное досрочное погашение кредита. При этом по выбору Клиента уменьшится либо срок кредита, либо сумма регулярного платежа. Однако Клиент не освобождается от оплаты ближайшего регулярного платежа и применимых комиссий.","Да, можно внести частичное досрочное погашение кредита. Это повлияет на остаток задолженности следующим образом: к оплате будут предъявлены только начисленные проценты и сумма непогашенного кредита, входящая в состав ближайшего регулярного платежа. Оплаченные совместно с ближайшим регулярным платежом комиссии и платы будут направлены на их досрочную оплату. Проценты, начисленные за использование кредита с даты частичного досрочного погашения до установленной даты оплаты погашенного ближайшего регулярного платежа, будут включены в следующий регулярный платеж."
Что будет в случае просрочки платежа по кредиту? И какой штраф может быть начислен?,"['«В случае неоплаты платежа Клиент должен уплатить штраф за неоплату Минимального платежа согласно Тарифному плану. Банк рассматривает любой поступивший платеж Клиента как признание Клиентом данного штрафа в размере поступившего платежа, но не более суммы штрафа, определенного в соответствии с Тарифами.»']","В случае неоплаты минимального платежа по кредиту, Клиент должен уплатить штраф в соответствии с Тарифным планом. Размер штрафа определяется Тарифами, и любой поступивший от Клиента платеж Банк будет рассматривать как оплату штрафа в пределах установленной суммы.","В случае просрочки платежа по кредиту могут быть начислены штрафы. Размер штрафа зависит от условий договора между заемщиком и кредитором. Обычно размер штрафа указывается в договоре и может составлять определенный процент от суммы просроченного платежа или фиксированную сумму. Рекомендуется внимательно изучить условия договора перед его подписанием, чтобы избежать возможных проблем в будущем."
Можно ли на время приостановить выплаты по кредиту? И как это повлияет на начисление процентов?,"['«На основании обращения Клиента и по согласованию с Банком на период от 1 (одного) до 12 (двенадцати) месяцев возможно приостановление обязанности Клиента по погашению Задолженности, по оплате Регулярных платежей и/или иных платежей. В указанный период Банк вправе приостановить начисление процентов и иных сумм, предусмотренных Договором реструктуризации задолженности.»']","Да, на основании обращения Клиента и по согласованию с Банком возможно приостановить обязанность по погашению задолженности и оплате платежей на срок от 1 до 12 месяцев. В этот период Банк вправе также приостановить начисление процентов и иных сумм по кредиту.","Да, согласно представленному контексту, банк может приостановить начисление процентов и других сумм, предусмотренных кредитным договором, на определенный период. Однако это может привести к продлению срока возврата кредита на согласованный период приостановки обязанности клиента по погашению задолженности. Также возможно изменение даты регулярного платежа, что может повлиять на срок возврата кредита и дату формирования выписки по договору расчетной карты или счету."
Я хочу оформить дополнительную карту на супругу. Как это сделать? И будет ли она иметь доступ к общему лимиту по кредитке?,"['«3.2. По заявлению Клиента, переданному в Банк на бумажном носителе или через Дистанционное обслуживание, в рамках Договора кредитной карты Банком может быть выпущена одна или несколько дополнительных Кредитных карт.»', '«3.5. Клиент вправе установить лимит для проведения расходных операций с использованием Кредитной карты.»']","Вы можете оформить дополнительную кредитную карту на супругу, подав заявление в банк на бумажном носителе или через дистанционное обслуживание. Дополнительная карта будет иметь доступ к общему лимиту задолженности по вашей основной кредитной карте, однако вы можете установить отдельный лимит для расходных операций по дополнительной карте.","Для оформления дополнительной карты на супругу вам необходимо обратиться в банк, который выдал основную кредитную карту. Процесс оформления может отличаться в зависимости от банка, но обычно он включает заполнение заявления и предоставление необходимых документов. Однако, стоит учесть, что доступ к общему лимиту по кредитке может быть ограничен банком."
"А что если я потеряю карту? Сколько у меня есть времени, чтобы ее заблокировать? И как вообще это делается? Через приложение или звонить надо?","['«6.1. При обнаружении утери, кражи или порчи Кредитной карты и/или возникновения подозрений, что Кредитная карта или ее реквизиты, а также ПИН-код, QR-код, Коды доступа, Аутентификационные данные, Абонентский номер, Абонентское устройство могли быть утрачены или похищены, а также в случае изъятия Кредитной карты в банкомате или торгово-сервисном предприятии и в случае изменения имени или фамилии Держателя Клиент должен незамедлительно уведомить Банк по телефонам 8 800 555-10-10 или +7 495 645-59-19 (круглосуточно) и заблокировать Кредитную карту и/или Интернет-Банк и/или Мобильный банк, а также подать заявление о досрочном перевыпуске Кредитной карты.»']","В случае утери или кражи кредитной карты, вы должны незамедлительно уведомить банк по телефонам горячей линии 8 800 555-10-10 или +7 495 645-59-19 (круглосуточно) и заблокировать карту. Также необходимо подать заявление на досрочный перевыпуск новой карты. Чем быстрее вы заблокируете карту, тем меньше риск несанкционированного использования.","Для блокировки карты необходимо связаться с банком через приложение или позвонить. Блокировка карты должна быть осуществлена как можно скорее, чтобы предотвратить несанкционированное использование карты злоумышленниками. После блокировки карты, ее дальнейшее использование прекращается, если только она не будет перевыпущена."
"Прочитал тут у вас про блокировку карточки. А если я её забуду забрать в банкомате, что тогда делать?","['«6.1. [...] а также в случае изъятия Кредитной карты в банкомате или торгово-сервисном предприятии и в случае изменения имени или фамилии Держателя Клиент должен незамедлительно уведомить Банк по телефонам 8 800 555-10-10 или +7 495 645-59-19 (круглосуточно) и заблокировать Кредитную карту и/или Интернет-Банк и/или Мобильный банк, а также подать заявление о досрочном перевыпуске Кредитной карты.»']","Если вы забыли карту в банкомате, вам необходимо незамедлительно сообщить об этом в банк по телефонам горячей линии 8 800 555-10-10 или +7 495 645-59-19 и заблокировать кредитную карту, а также подать заявление на ее досрочный перевыпуск. Это позволит предотвратить возможное несанкционированное использование забытой карты третьими лицами.","Если вы забыли забрать свою карточку из банкомата, вам следует как можно скорее заблокировать ее. Это можно сделать по телефону, через интернет-банк или мобильное приложение банка. Чем быстрее вы это сделаете, тем меньше вероятность того, что картой воспользуются злоумышленники. Разблокировать карту невозможно, ее можно только перевыпустить. Если вы не уверены, что карту украли, вы можете установить лимит ""0"" на операции и запретить покупки через Интернет."
"А есть ли какие-то льготные условия, если я захочу приостановить выплаты по кредитке на какое-то время? Например, на ремонт или что-то в этом роде?","['«5.15. На основании обращения Клиента и по согласованию с Банком на период от 1 (одного) до 12 (двенадцати) месяцев возможно приостановление обязанности Клиента по погашению Задолженности, по оплате Минимальных платежей, Регулярных платежей и/или иных платежей. В указанный период Банк вправе приостановить начисление процентов и иных сумм, предусмотренных Договором кредитной карты.»']","Да, в документе указано, что по обращению клиента и по согласованию с банком возможно приостановление обязанности по погашению задолженности, выплате минимальных и регулярных платежей на срок от 1 до 12 месяцев. В этот период банк также может приостановить начисление процентов и других сумм по кредитной карте. Таким образом, вы можете получить льготный период для ремонта или других нужд, обратившись в банк с соответствующим заявлением.","Да, согласно условиям, описанным в контексте, банк может предоставить клиенту кредит на условиях, отличных от предусмотренных разделом, в соответствии с условиями программы ""Рассрочка"". Также возможно приостановление обязанности клиента по погашению задолженности, оплате минимальных платежей и других платежей на период от 1 до 12 месяцев. В этот период банк также может приостановить начисление процентов и других сумм, предусмотренных договором кредитной карты."
Какие процедуры предусмотрены банком для обработки жалоб клиентов?,"['Банк имеет установленные процедуры для обработки и рассмотрения жалоб клиентов, включая регистрацию жалобы, ее анализ и предоставление ответа клиенту в установленные сроки.']","Банк следует четко установленным процедурам для обработки жалоб клиентов, которые включают регистрацию жалобы, ее тщательный анализ и предоставление ответа клиенту в соответствии с установленными сроками.","Из предоставленного контекста невозможно однозначно определить, какие процедуры предусмотрены банком для обработки жалоб клиентов."
Что происходит с депозитами в случае смерти?,['В случае смерти клиента банк замораживает депозиты до решения вопросов наследства в соответствии с законодательством.'],"После смерти клиента банк замораживает все его депозиты и удерживает их до тех пор, пока не будут решены вопросы наследства в соответствии с действующим законодательством.","В случае смерти депозита, банк прекращает начисление процентов, пересчитывает проценты в соответствии с Тарифным планом в порядке досрочного изъятия, направляет средства наследникам по реквизитам, указанным в заявлении на получение наследства, закрывает все счета вклада/накопительные счета и картсчета, расторгает договор вклада (договор накопительного счета)."
Могу я отказаться от получения уведомлений от банка и как это влияет на его обслуживание?,"['Клиенты имеют право отказаться от получения определенных типов уведомлений от банка, однако это может повлиять на их способность получать своевременную информацию о изменениях условий, сбоях в системе или других важных обновлениях.']","Клиенты могут отказаться от получения определенных типов уведомлений от банка, но это может привести к тому, что они не будут получать важные обновления и информацию своевременно, что может повлиять на их способность управлять своими счетами и услугами эффективно.","Да, клиент может отказаться от получения уведомлений от банка. Это не является основанием для изменения или расторжения договора, отказа в заключении договора с банком или отказа в предоставлении продуктов и услуг банка. Клиент имеет право отозвать свое согласие на получение рекламы по сетям электросвязи в любое время."
Как я могу увеличить лимит по своей кредитной карте?,"['Для увеличения кредитного лимита клиенты должны подать заявление через мобильное приложение или веб-сайт банка, после чего банк рассмотрит их кредитную историю и текущую финансовую ситуацию.']","Чтобы увеличить кредитный лимит, клиентам необходимо подать соответствующее заявление через мобильное приложение или веб-сайт банка. Банк затем оценит их кредитную историю и текущую финансовую ситуацию перед принятием решения.",Вы не можете самостоятельно увеличить лимит по своей кредитной карте. Это решение принимается банком-эмитентом вашей карты на основе предоставленной вами информации.
"Каковы условия отмены банковской операции, например, перевода средств или платежа?","['Клиенты могут отменить определенные банковские операции, если они не были еще обработаны банком. Условия отмены операций установлены в пользовательском соглашении и зависят от типа операции.']","Условия отмены банковской операции зависят от того, была ли операция уже обработана банком. Для операций, которые еще не обработаны, клиенты могут инициировать отмену, следуя процедурам, описанным в пользовательском соглашении и в зависимости от типа операции.",Я не знаю ответа на этот вопрос.
Какие услуги доступны клиентам через Интернет-банк?,"['Через Интернет-банк клиенты могут управлять своими счетами, осуществлять платежи и переводы, а также получать детальную информацию о своих финансовых операциях.']","Интернет-банк предоставляет клиентам возможности управления их счетами, осуществления платежей и переводов, а также доступ к подробной информации о всех их финансовых операциях.","Из предоставленного контекста невозможно точно определить, какие услуги доступны клиентам через Интернет-банк."
"Я не пользовалась кредиткой год, но у меня там лежат мои 800 рублей, я могу их как-то вернуть?","['""8. Расторжение Договора кредитной карты\n                8.1. Банк вправе в любой момент расторгнуть Договор кредитной карты в одностороннем порядке в случаях, предусмотренных \n                законодательством Российской Федерации, а также:\n                • в случае если Держатель не пользовался Кредитной картой более, чем 6 (шесть) месяцев при отсутствии \n                Задолженности по Договору кредитной карты;\n                В этих случаях Банк блокирует все Кредитные карты/Токены, выпущенные в рамках Договора кредитной карты. Договор \n                кредитной карты считается расторгнутым со дня формирования Банком Заключительного счета, который направляется \n                Клиенту. Если в момент расторжения Договора кредитной карты Задолженность Клиента перед Банком отсутствует, Банк \n                вправе расторгнуть Договор кредитной карты без направления Заключительного счета, информируя Клиента о своем \n                решении любым способом по усмотрению Банка.\n                8.5. В случае, если при расторжении Договора кредитной карты в Банке находятся денежные средства Клиента, излишне \n                перечисленные им при погашении Задолженности, Банк осуществляет возврат таких денежных средств по распоряжению \n                Клиента почтовым переводом или иным способом, указанном в распоряжении Клиента. При этом Банк вправе удержать \n                из суммы такого перевода комиссию за перевод денежных средств в размере, предусмотренном Тарифами на услуги \n                по переводам, платежам и дополнительные услуги с использованием каналов Дистанционного обслуживания.\n                8.6. В случае неполучения Банком распоряжения Клиента о переводе денежных средств в течение 120 (ста двадцати) дней \n                со дня обработки Банком последней операции Клиента/Держателя и, если остаток денежных средств не превышает \n                1000 руб., указанный остаток считается безвозмездно переданным Банку. \n                В случае неполучения Банком распоряжения Клиента о переводе денежных средств в течение 3 (трех) лет со дня обработки \n                Банком последней операции Клиента/Держателя указанные денежные средства считаются безвозмездно переданными \n                Банку.\n                ']","Согласно пунуту 8.6 - вы не можете вернуть ваши деньги, так как не дали распоряжение Банку о переводе денежных средств в течение 120 дней.","Да, вы можете вернуть свои деньги, которые остались на заблокированной кредитной карте. Однако, для этого вам нужно обратиться в банк и запросить возврат средств."
