question,contexts,ground_truth,answer
Что такое 'Сертификат качества слитка'?,"['Сертификат качества слитка — документ о качестве драгоценного металла, содержащий сведения о соответствии драгоценного металла стандартам качества, технические характеристики и параметры Слитка, информацию о химическом составе, произведенный/заверенный предприятием-изготовителем Слитка.']","Сертификат качества слитка - это документ, выданный изготовителем слитка драгоценного металла, который содержит информацию о соответствии металла стандартам качества, его технические характеристики, параметры и химический состав.","Сертификат качества слитка - это документ, содержащий основные сведения о слитке, такие как номер слитка, соответствие драгоценного металла стандартам качества, лигатурная масса, проба драгоценного металла, дата выпуска, произведенный/заверенный предприятием-изготовителем слитка."
На какой срок выдается эта доверенность? Можно ли ее передоверить другому лицу?,"['Датой выдачи доверенности считается дата предоставления Представляемым Банку данных своего представителя. Доверенность выдана сроком на 1 (один) год, полномочия по настоящей доверенности не могут быть передоверены другим лицам.']",Доверенность выдается сроком на 1 год. Полномочия по этой доверенности нельзя передоверять другим лицам.,Из предоставленного контекста невозможно определить срок действия данной доверенности или возможность ее передоверия другому лицу.
"Как клиент может получить сертификат качества слитка, который он передал на хранение в банк?","['По требованию Клиента Банк предоставляет Клиенту заверенную Банком копию Сертификата качества слитка, переданного на ответственное хранение.']","По требованию клиента банк предоставляет ему заверенную копию сертификата качества слитка, который клиент передал на ответственное хранение в банке.","Для получения сертификата качества слитка, который был передан на хранение в банк, клиент должен вернуть слиток с ответственного хранения в банк. После этого банк предоставит заверенную копию сертификата качества слитка."
Какие условия хранения слитков в банке? Где их хранят?,"['Хранение Банком Слитка Клиента осуществляется в хранилище 5 (Пятого) класса устойчивости к взлому, оборудованном системой видеонаблюдения и охранно-пожарной и тревожной сигнализации с выводом сигнала на пункт централизованной охраны, с осуществлением физической круглосуточной специализированной охраны хранилища.', 'Условия хранения: температура воздуха от +17 до +25 °С, атмосферное давление от 740 до 760 мм рт. ст., относительная влажность воздуха от 30 до 60%.']","Слитки хранятся в специальном хранилище 5 класса устойчивости к взлому, оборудованном системами видеонаблюдения, охранно-пожарной и тревожной сигнализацией, а также круглосуточной охраной. Условия хранения: температура +17...+25°С, атмосферное давление 740-760 мм рт.ст., влажность 30-60%.","Слитки в банке хранятся в специальном хранилище 5 (Пятого) класса устойчивости к взлому, оборудованном системой видеонаблюдения и охранно-пожарной и тревожной сигнализацией с выводом сигнала на пункт централизованной охраны, с осуществлением физической круглосуточной специализированной охраны хранилища. Условия хранения включают температуру воздуха от +17 до +25 °С, атмосферное давление от 740 до 760 мм рт. ст., относительную влажность воздуха от 30 до 60%."
"Можно ли вернуть слиток в банк, если при получении были обнаружены его повреждения? Как это сделать?","['В случае обнаружения при приеме Слитка с ответственного хранения от Представителя нарушения целостности заводской упаковки Слитка, несоответствия нанесенной на Слиток маркировки данным, указанным в Сертификате качества слитка и/или Сертификате-ярлыке, отсутствия либо повреждения Сертификата качества слитка и/или Слитка (наличие на поверхности Слитка наплывов / заусенцев / царапин / жировых пятен / посторонних включений) Клиентом/Доверенным лицом и Представителем оформляется в двух экземплярах Рекламационный акт по форме Приложения № 3 к настоящим Правилам, в котором фиксируются указанные выше нарушения / несоответствия / повреждения. В случае наличия указанных выше нарушений / несоответствий / повреждений Слиток вместе с Сертификатом качества слитка и Сертификатом-ярлыком вкладываются Клиентом/Доверенным лицом в порожний сейф-пакет и запечатываются, после чего сейф-пакет помещается в Устройство для перевозки слитка с дальнейшим опломбированием номерной разовой пломбой. Номер сейф-пакета, а также номерной разовой пломбы отражаются в Рекламационном акте.']","Да, если при получении слитка с хранения были обнаружены его повреждения или нарушения упаковки, несоответствия маркировки и т.п., то клиент/доверенное лицо вместе с представителем банка оформляют рекламационный акт в двух экземплярах. В этом акте фиксируются все нарушения. После этого слиток вместе с сертификатами запечатывают в новый сейф-пакет и опломбировывают, указав номера на рекламационном акте. Затем слиток возвращается обратно в банк.","Из предоставленного контекста нельзя однозначно ответить на вопрос. Необходимо обратиться к конкретным правилам банка, где был приобретен слиток, для получения подробной информации о возможности его возврата в случае повреждений."
Кто может стать доверенным лицом?,"['Доверенное лицо — физическое лицо, уполномоченное Клиентом, которому предоставлено право на представление интересов Клиента и осуществление действий от его имени в рамках Сервиса на основании доверенности, оформленной посредством Дистанционного обслуживания в соответствии с п. 5.3 настоящих Правил по форме Приложения № 5 к настоящим Правилам.']","Доверенным лицом клиента может стать любое физическое лицо, которому клиент предоставит полномочия представлять его интересы в рамках сервиса покупки/продажи слитков драгоценных металлов. Доверенность на это лицо оформляется клиентом посредством дистанционного обслуживания в банке по форме из Приложения №5 к Правилам.","Из предоставленного контекста нельзя однозначно определить, кто может стать доверенным лицом."
Можно ли поменять доверенное лицо? Как это сделать?,"['Клиент может отменить выданную доверенность путем обращения в Банк посредством Дистанционного обслуживания в любое время, но не позднее одного дня до планируемой даты встречи с представителем Клиента.']","Да, клиент может отменить ранее выданную доверенность на доверенное лицо. Для этого он должен обратиться в банк посредством дистанционного обслуживания не позднее чем за 1 день до планируемой даты встречи с действующим доверенным лицом.","Из предоставленного контекста нельзя однозначно определить, можно ли поменять доверенное лицо и как это сделать."
Как происходит покупка слитка банком? Есть ли какие-то особые условия?,"['Банк приобретает у Клиента только Слитки, находящиеся на ответственном хранении в Банке.', 'Клиент, обращаясь с Заявкой, подтверждает, что на момент заключения договора купли-продажи Слиток принадлежит на праве собственности Клиенту, не продан, не является предметом залога, не обременен правами третьих лиц, в споре, под арестом и иным запрещением не состоит.']","Банк осуществляет покупку слитков драгоценных металлов только у тех клиентов, чьи слитки находятся на ответственном хранении в самом банке. При подаче заявки на продажу слитка клиент должен подтвердить, что на момент продажи слиток принадлежит ему на праве собственности, не продан, не заложен, не арестован и не обременен правами третьих лиц.","Покупка слитка банком осуществляется на условиях, установленных настоящими Правилами и действующим законодательством Российской Федерации. Банк акцептует оферту, содержащуюся в Заявке клиента, и зачисляет стоимость слитка на Картсчет клиента. Право собственности на слиток переходит от клиента к банку с момента зачисления стоимости слитка на Картсчет клиента. Прием слитка банком производится по Сертификату-ярлыку и Сертификату качества слитка с проведением контрольного взвешивания, проверкой целостности заводской упаковки слитка и соответствия маркировки данным, указанным в Сертификате качества слитка и/или Сертификате-ярлыке."
Что такое накопительный счет и как начисляются проценты?,"['\n                    3.1. Начисление процентов на остаток средств по Счету вклада/Накопительному счету производится со дня, следующего \n                    за днем зачисления денежных средств на Счет вклада/Накопительный счет Клиента, до дня окончания срока Вклада \n                    (включительно) либо до их списания со Счета вклада/Накопительного счета по иным основаниям.', ' \n                    3.3. Клиент имеет возможность по согласованию с Банком посредством Дистанционного обслуживания изменить Тарифный \n                    план Вклада на Тарифный план для мультивалютного Вклада. При смене Тарифного плана изменения в части процентной \n                    ставки по Счету вклада, изначально открытого в рамках текущего Договора вклада, не распространяются до конца срока \n                    размещения, установленного предыдущим Тарифным планом. Процентные ставки по валютам, отличным от валюты \n                    измененного Тарифного плана, устанавливаются новым Тарифным планом.\n                    3.4. При начислении процентов в расчет принимается величина процентной ставки (в процентах годовых) и фактическое \n                    количество календарных дней, на которое привлечены денежные средства. При этом за базу берется действительное \n                    число календарных дней в году (365 или 366 дней соответственно).\n                    ', ' \n                    Накопительный счет — счет, на котором учитываются денежные средства Клиента, предусматривающий начисление \n                    процентов на остаток денежных средств, в соответствии с Договором накопительного счета.']","
                    Накопительный счет - это счет, на котором учитываются денежные средства клиента и на который начисляются проценты на остаток денежных средств. Проценты начисляются в соответствии с условиями договора накопительного счета.
                    Проценты на накопительном счете начисляются со дня, следующего за днем зачисления денежных средств на счет, до дня окончания срока вклада (включительно) либо до их списания со счета по другим основаниям.

                    При начислении процентов учитываются:
                    • Величина процентной ставки (в процентах годовых)
                    • Фактическое количество календарных дней, на которое привлечены денежные средства

                    За базу берется действительное число календарных дней в году (365 или 366 дней соответственно).","Из предоставленного контекста нельзя точно определить, что такое накопительный счет и как начисляются проценты."
Можно ли открыть вклад в 12 лет?,"['1.2. Банк не заключает Договор вклада (Договор накопительного счета) с лицами, не достигшими возраста 14 лет']","Нет, Банк не заключает договор вклада с лицами, не достигшими возраста 14 лет.","Нет, согласно представленному фрагменту контекста, банк не заключает договор вклада с лицами, не достигшими возраста 14 лет."
Могу ли я открыть несколько вкладов и пополнять их?,"['\n                    4.1. Клиент имеет право:\n                    4.1.1. Предъявить Банку требование о досрочном полном или частичном изъятии Вклада.\n                    4.1.2. Вносить дополнительные денежные средства во Вклад/Накопительный счет, если данная возможность установлена \n                    Тарифным планом.\n                    4.1.3. Разместить несколько Вкладов (открыть несколько Счетов вклада/Накопительных счетов на условиях, устанавливаемых \n                    Договором вклада (Договором накопительного счета), Тарифами:\n                    • через Дистанционное обслуживание;\n                    • в офисе Банка в часы работы операционного подразделения Банка.\n']"," 
                    Да, вы можете открыть несколько вкладов и пополнять их.
                    Согласно пункту 4.1.3 приведенного контекста, клиент имеет право разместить несколько вкладов (открыть несколько счетов вклада/накопительных счетов) на условиях, устанавливаемых договором вклада (договором накопительного счета) и тарифами.
                    Вы можете открыть несколько вкладов как через дистанционное обслуживание, так и в офисе банка в часы работы операционного подразделения банка.","Да, согласно представленному контексту, клиент имеет право разместить несколько вкладов и пополнять их."
Для получения страховой выплаты в случае несчастного случая с летальным исходом нужна ли справка из психушки?,['\n                    6.1. По риску Смерть в результате Несчастного случая должны быть предоставлены следующие документы:\n                    j. Справка из психоневрологического диспансера и наркологического диспансера'],"Да, в таком случае необходимы справки из психоневрологического диспансера и наркологического диспансера.","Нет, справка из психушки не требуется для получения страховой выплаты в случае несчастного случая с летальным исходом."
Дают ли кредит на автомобиль?,"['3.1. Банк предоставляет Клиенту Кредит на потребительские цели, в том числе на приобретение Товара и/или Автомобиля, в соответствии с законодательством Российской Федерации.']","Да, в соответсвии с пунктом 3.1. Банк предоставляет Клиенту Кредит на потребительские цели, , в том числе на приобретение автомобиля.","Из представленного контекста нельзя однозначно утверждать, дают ли кредит на автомобиль."
Распростроняется ли страховое покрытие на смерть в алкогольном опьянении?,"[' \n                    Страховое покрытие по рискам «Смерть» и «Инвалидность» не распространяется на события, произошедшие в результате \n                    и/или в период:\n                    a. действий, совершенных Застрахованным лицом в состоянии алкогольного, наркотического и/или токсического \n                    опьянения; в результате употребления им наркотических, сильнодействующих лекарственных препаратов \n                    и психотропных веществ без предписания врача (или по предписанию врача, но с нарушением указанной  \n                    им дозировки); болезни Застрахованного лица, прямо связанной с наркоманией, токсикоманией, хроническим \n                    алкоголизмом\n                    ']","Нет, страховое покрытие не распространяется на смерть в алкогольном опьянении.","Да, страховое покрытие не распространяется на смерть в алкогольном опьянении."
"Может ли Банк изменить Тарифный план по кредитной карте, и какие условия должны быть соблюдены для этого?","['\n                    Банк вправе в одностороннем порядке изменить Тарифный план, применяемый\nв рамках Договора, и/или заменить его на другой Тарифный план, в том числе при заключении Договора и/или\nна определенный период времени по усмотрению Банка, с целью уменьшения процентной ставки по кредиту\nи/или улучшения иных условий обслуживания при условии, что это не повлечет возникновение новых или увеличение размера существующих денежных обязательств Клиента\n                    ']","Да, Банк может изменить Тарифный план по кредитной карте в одностороннем порядке, но при условии, что это не приведет к возникновению новых или увеличению уже существующих денежных обязательств клиента ","Из приведенного контекста нельзя однозначно определить, может ли Банк изменить Тарифный план по кредитной карте. Однако, можно сделать вывод, что изменение Тарифов в части процентной ставки по Кредиту не распространяется на действующий Договор реструктуризации задолженности до конца срока его действия."
Можно ли внести частичное досрочное погашение кредита? И как это повлияет на остаток задолженности?,"['«Клиент имеет право досрочно погасить Задолженность с уплатой Банку суммы непогашенного Кредита и начисленных процентов, а также (если применимо) комиссий и плат, предусмотренных Тарифным планом, в любой момент путем зачисления необходимой суммы денежных средств на Картсчет (Счет) и извещения Банка о необходимости проведения досрочного погашения. В случае частичного досрочного погашения уменьшается срок Кредита или сумма Регулярного платежа по выбору Клиента, при этом Клиент не освобождается от оплаты ближайшего Регулярного платежа, а также применимых комиссий и плат, предусмотренных Тарифным планом.», «При обращении Клиента в Банк для совершения частичного досрочного погашения до или в дату оплаты ближайшего Регулярного платежа Клиенту может быть предложено совершить частичное досрочное погашение с погашением ближайшего Регулярного платежа и последующим уменьшением срока Кредита или суммы Регулярного платежа по выбору Клиента.»']","Да, Клиент имеет право совершить частичное досрочное погашение кредита. При этом по выбору Клиента уменьшится либо срок кредита, либо сумма регулярного платежа. Однако Клиент не освобождается от оплаты ближайшего регулярного платежа и применимых комиссий.","Да, согласно представленному фрагменту контекста, клиент имеет право внести частичное досрочное погашение кредита. При этом, если клиент решит уменьшить срок кредита, то уменьшится срок кредита или сумма регулярного платежа по выбору клиента. Однако, клиент не освобождается от оплаты ближайшего регулярного платежа, а также применимых комиссий и плат, предусмотренных тарифным планом."
Что будет в случае просрочки платежа по кредиту? И какой штраф может быть начислен?,"['«В случае неоплаты платежа Клиент должен уплатить штраф за неоплату Минимального платежа согласно Тарифному плану. Банк рассматривает любой поступивший платеж Клиента как признание Клиентом данного штрафа в размере поступившего платежа, но не более суммы штрафа, определенного в соответствии с Тарифами.»']","В случае неоплаты минимального платежа по кредиту, Клиент должен уплатить штраф в соответствии с Тарифным планом. Размер штрафа определяется Тарифами, и любой поступивший от Клиента платеж Банк будет рассматривать как оплату штрафа в пределах установленной суммы.","В случае просрочки платежа по кредиту могут быть начислены штрафы и пени, предусмотренные Кредитным договором."
Можно ли на время приостановить выплаты по кредиту? И как это повлияет на начисление процентов?,"['«На основании обращения Клиента и по согласованию с Банком на период от 1 (одного) до 12 (двенадцати) месяцев возможно приостановление обязанности Клиента по погашению Задолженности, по оплате Регулярных платежей и/или иных платежей. В указанный период Банк вправе приостановить начисление процентов и иных сумм, предусмотренных Договором реструктуризации задолженности.»']","Да, на основании обращения Клиента и по согласованию с Банком возможно приостановить обязанность по погашению задолженности и оплате платежей на срок от 1 до 12 месяцев. В этот период Банк вправе также приостановить начисление процентов и иных сумм по кредиту.","Да, согласно представленному контексту, банк может по своему усмотрению предоставить клиенту кредит на условиях отличных от предусмотренных настоящим разделом в соответствии с условиями программы ""Рассрочка"". Также возможно приостановление обязанности клиента по погашению задолженности, оплате минимальных платежей, регулярных платежей и/или иных платежей на период от 1 (одного) до 12 (двенадцати) месяцев. В этот период банк также может приостановить начисление процентов и иных сумм, предусмотренных договором кредитной карты."
Я хочу оформить дополнительную карту на супругу. Как это сделать? И будет ли она иметь доступ к общему лимиту по кредитке?,"['«3.2. По заявлению Клиента, переданному в Банк на бумажном носителе или через Дистанционное обслуживание, в рамках Договора кредитной карты Банком может быть выпущена одна или несколько дополнительных Кредитных карт.»', '«3.5. Клиент вправе установить лимит для проведения расходных операций с использованием Кредитной карты.»']","Вы можете оформить дополнительную кредитную карту на супругу, подав заявление в банк на бумажном носителе или через дистанционное обслуживание. Дополнительная карта будет иметь доступ к общему лимиту задолженности по вашей основной кредитной карте, однако вы можете установить отдельный лимит для расходных операций по дополнительной карте.","Из предоставленного контекста нельзя однозначно определить, будет ли ваша супруга иметь доступ к общему лимиту по кредитке после оформления дополнительной карты. Для получения более точной информации вам следует обратиться в банк, который выдал вашу основную кредитную карту."
"А что если я потеряю карту? Сколько у меня есть времени, чтобы ее заблокировать? И как вообще это делается? Через приложение или звонить надо?","['«6.1. При обнаружении утери, кражи или порчи Кредитной карты и/или возникновения подозрений, что Кредитная карта или ее реквизиты, а также ПИН-код, QR-код, Коды доступа, Аутентификационные данные, Абонентский номер, Абонентское устройство могли быть утрачены или похищены, а также в случае изъятия Кредитной карты в банкомате или торгово-сервисном предприятии и в случае изменения имени или фамилии Держателя Клиент должен незамедлительно уведомить Банк по телефонам 8 800 555-10-10 или +7 495 645-59-19 (круглосуточно) и заблокировать Кредитную карту и/или Интернет-Банк и/или Мобильный банк, а также подать заявление о досрочном перевыпуске Кредитной карты.»']","В случае утери или кражи кредитной карты, вы должны незамедлительно уведомить банк по телефонам горячей линии 8 800 555-10-10 или +7 495 645-59-19 (круглосуточно) и заблокировать карту. Также необходимо подать заявление на досрочный перевыпуск новой карты. Чем быстрее вы заблокируете карту, тем меньше риск несанкционированного использования.","Прежде всего, как можно быстрее, сообщите о случившемся в Банк посредством дистанционного обслуживания и заблокируйте карту. Заблокировать карту можно по телефону, в интернет-банке или в мобильном приложении Банка. Чем раньше Вы это сделаете, тем меньше вероятность несанкционированного использования карты злоумышленниками. Разблокировать карту нельзя — можно только перевыпустить. Если вы не уверены, что карту украли, не спешите ее блокировать, установите лимит «0» на операции и запретите покупки через Интернет, если карта будет найдена лимиты можно изменить.Напоминаем Вам, что в соответствии с Общими условиями выпуска и обслуживания кредитных карт и Общими условиями открытия, ведения и закрытия счетов физических лиц, а также выпуска и обслуживания расчетных карт Ваша ответственность за дальнейшее использование карты прекращается, после осуществления блокировки, если не станет известно, что незаконное использование карты имело место с Вашего согласия.Если карта была у Вас украдена на территории РФ, после блокировки карты заявите о случившемся в полицию. При краже карты за границей, заявите в полицию или в консульский отдел посольства Российской Федерации в стране, на территории которой произошла кража. Пожалуйста, сохраняйте копию протокола (квитанцию о заявлении) для последующего предъявления в Банк."
"Прочитал тут у вас про блокировку карточки. А если я её забуду забрать в банкомате, что тогда делать?","['«6.1. [...] а также в случае изъятия Кредитной карты в банкомате или торгово-сервисном предприятии и в случае изменения имени или фамилии Держателя Клиент должен незамедлительно уведомить Банк по телефонам 8 800 555-10-10 или +7 495 645-59-19 (круглосуточно) и заблокировать Кредитную карту и/или Интернет-Банк и/или Мобильный банк, а также подать заявление о досрочном перевыпуске Кредитной карты.»']","Если вы забыли карту в банкомате, вам необходимо незамедлительно сообщить об этом в банк по телефонам горячей линии 8 800 555-10-10 или +7 495 645-59-19 и заблокировать кредитную карту, а также подать заявление на ее досрочный перевыпуск. Это позволит предотвратить возможное несанкционированное использование забытой карты третьими лицами.","Если карта была удержана банкоматом, вам следует обратиться в банк через дистанционное обслуживание. Если карта была удержана банкоматом стороннего банка, вам следует обратиться в банк, обслуживающий этот банкомат. Некоторые сторонние банки могут потребовать письменный запрос из банка, выпустившего карту, для выдачи удержанной банкоматом карты. Помните, что сторонний банк, обслуживающий банкомат, вправе не возвращать карту, если она была заблокирована вами или банком, выпустившим карту."
"А есть ли какие-то льготные условия, если я захочу приостановить выплаты по кредитке на какое-то время? Например, на ремонт или что-то в этом роде?","['«5.15. На основании обращения Клиента и по согласованию с Банком на период от 1 (одного) до 12 (двенадцати) месяцев возможно приостановление обязанности Клиента по погашению Задолженности, по оплате Минимальных платежей, Регулярных платежей и/или иных платежей. В указанный период Банк вправе приостановить начисление процентов и иных сумм, предусмотренных Договором кредитной карты.»']","Да, в документе указано, что по обращению клиента и по согласованию с банком возможно приостановление обязанности по погашению задолженности, выплате минимальных и регулярных платежей на срок от 1 до 12 месяцев. В этот период банк также может приостановить начисление процентов и других сумм по кредитной карте. Таким образом, вы можете получить льготный период для ремонта или других нужд, обратившись в банк с соответствующим заявлением.","Да, согласно условиям договора кредитной карты, банк может предоставить клиенту кредит на условиях отличных от предусмотренных настоящим разделом в соответствии с условиями программы ""Рассрочка"". В рамках этой программы возможно приостановление обязанности клиента по погашению задолженности, оплате минимальных платежей и других платежей на период от 1 до 12 месяцев. В этот период банк также может приостановить начисление процентов и других сумм, предусмотренных договором кредитной карты."
Какие процедуры предусмотрены банком для обработки жалоб клиентов?,"['Банк имеет установленные процедуры для обработки и рассмотрения жалоб клиентов, включая регистрацию жалобы, ее анализ и предоставление ответа клиенту в установленные сроки.']","Банк следует четко установленным процедурам для обработки жалоб клиентов, которые включают регистрацию жалобы, ее тщательный анализ и предоставление ответа клиенту в соответствии с установленными сроками.","Процедуры банка для обработки жалоб клиентов включают обращение клиента в банк через дистанционное обслуживание и предъявление претензии по оспариваемым операциям. Клиент должен быть готов ответить на вопросы оператора, связанные с оспариваемыми операциями. Затем клиент оформляет заявление на отказ от операций и предоставляет доказательства того, что в определенный момент он не мог совершить эти операции."
Что происходит с депозитами в случае смерти?,['В случае смерти клиента банк замораживает депозиты до решения вопросов наследства в соответствии с законодательством.'],"После смерти клиента банк замораживает все его депозиты и удерживает их до тех пор, пока не будут решены вопросы наследства в соответствии с действующим законодательством.",Я не знаю ответа на этот вопрос.
Могу я отказаться от получения уведомлений от банка и как это влияет на его обслуживание?,"['Клиенты имеют право отказаться от получения определенных типов уведомлений от банка, однако это может повлиять на их способность получать своевременную информацию о изменениях условий, сбоях в системе или других важных обновлениях.']","Клиенты могут отказаться от получения определенных типов уведомлений от банка, но это может привести к тому, что они не будут получать важные обновления и информацию своевременно, что может повлиять на их способность управлять своими счетами и услугами эффективно.","Да, вы можете отказаться от получения уведомлений от банка. Это не повлияет на его обслуживание, и банк гарантирует, что отказ от получения рекламы не является основанием для изменения или расторжения договора, отказа в заключении договора с банком или отказа в предоставлении продуктов и услуг банка. Клиент может отозвать свое согласие на получение рекламы в любое время как полностью, так и частично."
Как я могу увеличить лимит по своей кредитной карте?,"['Для увеличения кредитного лимита клиенты должны подать заявление через мобильное приложение или веб-сайт банка, после чего банк рассмотрит их кредитную историю и текущую финансовую ситуацию.']","Чтобы увеличить кредитный лимит, клиентам необходимо подать соответствующее заявление через мобильное приложение или веб-сайт банка. Банк затем оценит их кредитную историю и текущую финансовую ситуацию перед принятием решения.","Для увеличения лимита по своей кредитной карте вам необходимо связаться с банком, который выдал вашу карту, и запросить эту информацию через дистанционное обслуживание."
"Каковы условия отмены банковской операции, например, перевода средств или платежа?","['Клиенты могут отменить определенные банковские операции, если они не были еще обработаны банком. Условия отмены операций установлены в пользовательском соглашении и зависят от типа операции.']","Условия отмены банковской операции зависят от того, была ли операция уже обработана банком. Для операций, которые еще не обработаны, клиенты могут инициировать отмену, следуя процедурам, описанным в пользовательском соглашении и в зависимости от типа операции.","Из предоставленного контекста нельзя однозначно определить условия отмены банковской операции, так как информация ограничена. Однако, обычно банки предоставляют информацию о своих правилах и процедурах отмены операций в документах, таких как общие условия выпуска и обслуживания кредитных карт и общих условиях открытия, ведения и закрытия счетов физических лиц. Рекомендуется обратиться к конкретному банку для получения подробной информации о его политике и процедурах отмены операций."
Какие услуги доступны клиентам через Интернет-банк?,"['Через Интернет-банк клиенты могут управлять своими счетами, осуществлять платежи и переводы, а также получать детальную информацию о своих финансовых операциях.']","Интернет-банк предоставляет клиентам возможности управления их счетами, осуществления платежей и переводов, а также доступ к подробной информации о всех их финансовых операциях.","Из представленного фрагмента контекста невозможно однозначно определить, какие конкретные услуги доступны клиентам через Интернет-банк."
"Я не пользовалась кредиткой год, но у меня там лежат мои 800 рублей, я могу их как-то вернуть?","['""8. Расторжение Договора кредитной карты\n                8.1. Банк вправе в любой момент расторгнуть Договор кредитной карты в одностороннем порядке в случаях, предусмотренных \n                законодательством Российской Федерации, а также:\n                • в случае если Держатель не пользовался Кредитной картой более, чем 6 (шесть) месяцев при отсутствии \n                Задолженности по Договору кредитной карты;\n                В этих случаях Банк блокирует все Кредитные карты/Токены, выпущенные в рамках Договора кредитной карты. Договор \n                кредитной карты считается расторгнутым со дня формирования Банком Заключительного счета, который направляется \n                Клиенту. Если в момент расторжения Договора кредитной карты Задолженность Клиента перед Банком отсутствует, Банк \n                вправе расторгнуть Договор кредитной карты без направления Заключительного счета, информируя Клиента о своем \n                решении любым способом по усмотрению Банка.\n                8.5. В случае, если при расторжении Договора кредитной карты в Банке находятся денежные средства Клиента, излишне \n                перечисленные им при погашении Задолженности, Банк осуществляет возврат таких денежных средств по распоряжению \n                Клиента почтовым переводом или иным способом, указанном в распоряжении Клиента. При этом Банк вправе удержать \n                из суммы такого перевода комиссию за перевод денежных средств в размере, предусмотренном Тарифами на услуги \n                по переводам, платежам и дополнительные услуги с использованием каналов Дистанционного обслуживания.\n                8.6. В случае неполучения Банком распоряжения Клиента о переводе денежных средств в течение 120 (ста двадцати) дней \n                со дня обработки Банком последней операции Клиента/Держателя и, если остаток денежных средств не превышает \n                1000 руб., указанный остаток считается безвозмездно переданным Банку. \n                В случае неполучения Банком распоряжения Клиента о переводе денежных средств в течение 3 (трех) лет со дня обработки \n                Банком последней операции Клиента/Держателя указанные денежные средства считаются безвозмездно переданными \n                Банку.\n                ']","Согласно пунуту 8.6 - вы не можете вернуть ваши деньги, так как не дали распоряжение Банку о переводе денежных средств в течение 120 дней.","Да, согласно условиям, если при расторжении договора кредитной карты в банке находятся денежные средства клиента, банк может осуществить их возврат по распоряжению клиента. Однако, если клиент не подаст такое распоряжение в течение 120 дней после обработки последней операции, то остаток денежных средств будет считаться безвозмездно переданным банку."
